host_response_time,host_acceptance_rate,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,has_availability,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,log_price,num_amenities,amenity_wifi,amenity_kitchen,amenity_air_conditioning,amenity_heating,amenity_washer,amenity_dryer,amenity_tv,amenity_parking,amenity_pool,amenity_pets_allowed,amenity_long_term_stays_allowed,num_host_verifications,host_duration_days,days_since_last_review,neighbourhood_group,has_reviews
within_hour,0.94,1,50.0776,14.42867,Entire rental unit,Entire_home/apt,4,1.0,2.0,3.0,2,365,1,25,224,53,10,4.79,4.85,4.81,0,1,0,0,1.16,7.6487397889562425,47,1,1,1,1,1,1,1,1,0,0,1,2,1432,72.0,Old_Town_Center,1
within_hour,1.0,1,50.0827,14.44637,Entire rental unit,Entire_home/apt,6,1.0,2.0,2.0,2,365,1,28,348,89,36,4.44,4.58,4.49,1,6,0,0,2.5,7.4999765409521215,18,1,1,1,1,1,1,1,1,0,0,0,2,1657,71.0,Near_Center_East,1
within_hour,1.0,1,50.08189,14.44651,Entire rental unit,Entire_home/apt,10,1.5,2.0,7.0,2,1125,1,10,251,153,51,4.8,4.76,4.79,1,6,0,0,3.45,7.537962659768208,44,1,1,1,1,1,1,1,1,0,0,1,2,1657,69.0,Near_Center_East,1
within_hour,0.95,1,50.152599,14.450172,Entire home,Entire_home/apt,6,1.0,3.0,6.0,1,28,1,14,198,2,0,2.0,3.0,2.5,1,20,0,0,0.06,7.933079771880415,16,1,1,1,1,0,0,0,1,1,0,0,2,2644,921.0,Outer_Districts,1
within_hour,1.0,1,50.07984,14.43339,Entire condo,Entire_home/apt,2,1.0,1.0,1.0,2,60,1,9,102,367,86,4.81,4.81,4.84,1,2,0,0,7.78,7.144407180321139,45,1,1,1,1,1,1,1,1,0,0,1,2,1424,6.0,New_Town_Vinohrady,1
within_hours,1.0,1,50.08152770996094,14.42220401763916,Entire home,Entire_home/apt,4,1.0,2.0,3.0,1,60,1,25,324,0,0,4.83,4.87,4.78,1,12,0,0,0.0,8.410498452745275,40,1,1,1,1,1,1,1,1,0,1,0,2,1526,9999.0,Old_Town_Center,0
within_hours,1.0,1,50.08144760131836,14.422303199768066,Entire home,Entire_home/apt,6,1.0,2.0,4.0,1,60,1,26,354,0,0,4.83,4.87,4.78,1,12,0,0,0.0,8.716699572964293,42,1,1,1,1,1,1,1,1,0,1,0,2,1526,9999.0,Old_Town_Center,0
within_hours,1.0,1,50.08144760131836,14.422303199768066,Entire home,Entire_home/apt,4,1.5,2.0,2.0,1,30,1,22,327,0,0,4.83,4.87,4.78,1,12,0,0,0.0,8.549660381553739,53,1,1,1,1,1,1,1,1,0,1,1,2,1526,9999.0,Old_Town_Center,0
within_hour,1.0,1,50.08636,14.41911,Entire rental unit,Entire_home/apt,6,1.0,2.0,5.0,1,1124,1,20,353,185,55,4.76,4.92,4.78,1,81,0,0,5.2,8.21851757748959,42,1,1,1,1,1,1,1,0,0,1,1,2,3367,6.0,Old_Town_Center,1
within_hour,1.0,1,50.08468,14.41915,Entire rental unit,Entire_home/apt,6,1.0,3.0,4.0,1,1124,1,19,340,150,52,4.78,4.93,4.76,1,81,0,0,4.62,7.993957547573565,44,1,1,1,1,1,1,1,0,0,1,1,2,3367,9.0,Old_Town_Center,1
Unknown,1.0,1,50.06955,14.40479,Entire rental unit,Entire_home/apt,4,1.5,1.0,1.0,2,35,1,28,88,0,0,4.83,4.87,4.78,0,1,0,0,0.0,8.428143374582726,13,1,1,1,0,1,0,1,0,0,1,0,1,1521,9999.0,Near_Center_West_South,0
within_hour,0.99,1,50.09198,14.44101,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,1,40,1,22,204,152,33,4.78,4.7,4.64,1,74,0,0,3.23,7.461065514354283,27,1,1,1,1,0,1,1,0,0,0,0,3,4385,72.0,Near_Center_East,1
within_hour,0.99,1,50.09220618036366,14.436663157776849,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,3,365,1,12,68,72,51,4.97,4.96,4.94,0,4,0,0,4.56,7.135687347028144,46,1,1,1,1,1,1,1,1,0,0,1,2,4242,6.0,Old_Town_Center,1
within_hour,1.0,1,50.07695,14.44222,Entire rental unit,Entire_home/apt,7,1.5,2.0,5.0,1,1124,1,7,328,187,69,4.96,4.84,4.89,1,81,0,0,5.76,8.245909264774093,40,1,1,1,1,1,1,1,0,0,1,1,2,3367,8.0,New_Town_Vinohrady,1
within_hour,0.94,1,50.0895,14.4175,Entire rental unit,Entire_home/apt,16,10.0,12.0,32.0,2,1125,1,21,334,1,0,5.0,5.0,5.0,0,7,0,0,0.03,10.734263968084111,81,1,1,1,1,1,1,1,1,0,1,1,1,2896,921.0,Old_Town_Center,1
within_hour,1.0,1,50.0855,14.44635,Entire serviced apartment,Entire_home/apt,6,2.5,2.0,2.0,1,1125,1,25,317,70,16,4.89,4.54,4.77,1,41,0,0,1.66,7.796057974316123,22,1,1,1,1,1,1,1,0,0,1,1,2,3119,15.0,Near_Center_East,1
within_hour,0.99,1,50.07425,14.43139,Entire serviced apartment,Entire_home/apt,2,1.0,1.0,2.0,2,1124,1,17,332,106,23,4.97,4.91,4.92,0,15,0,0,2.35,7.614805364711073,22,1,1,1,1,1,1,1,0,0,0,0,2,3744,2.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.07713,14.4272,Entire rental unit,Entire_home/apt,4,2.0,1.0,2.0,3,1125,1,22,313,97,27,4.97,4.88,4.89,0,1,0,0,2.27,7.8504931808711405,44,1,1,1,1,1,1,1,1,0,0,0,2,1414,69.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.07501,14.44058,Entire rental unit,Entire_home/apt,7,1.5,2.0,5.0,1,1124,1,11,333,229,60,4.97,4.83,4.92,1,81,0,0,5.9,7.823645930834952,39,1,1,1,1,1,1,1,0,0,1,1,2,3367,13.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.0766,14.44223,Entire rental unit,Entire_home/apt,7,1.5,2.0,5.0,1,1124,1,14,340,176,59,4.93,4.83,4.89,1,81,0,0,5.65,7.76046702921342,40,1,1,1,1,1,1,1,0,0,1,1,2,3367,6.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.07547,14.43995,Entire rental unit,Entire_home/apt,7,1.5,2.0,5.0,1,1124,1,6,324,199,66,4.88,4.82,4.86,1,81,0,0,5.53,7.769378609513984,40,1,1,1,1,1,1,1,0,0,1,1,2,3367,9.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.08975,14.42395,Entire rental unit,Entire_home/apt,4,2.0,2.0,4.0,1,1124,1,15,350,171,55,4.78,4.95,4.76,1,81,0,0,4.99,7.526178913346146,44,1,1,1,1,1,1,1,0,0,1,1,2,3367,9.0,Old_Town_Center,1
within_hour,0.75,1,50.0881,14.45818,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,3,120,1,9,112,26,8,4.69,4.38,4.58,0,1,0,0,0.55,7.447751280047908,20,1,1,1,1,1,1,1,1,0,0,0,3,3925,44.0,Near_Center_East,1
within_hour,1.0,1,50.07287,14.4059,Entire rental unit,Entire_home/apt,5,1.0,2.0,4.0,2,1125,1,0,33,273,68,4.7,4.8,4.76,1,3,0,0,5.85,7.285506548522785,34,1,1,1,1,1,1,0,1,0,0,0,2,4386,17.0,Near_Center_West_South,1
within_hour,1.0,1,50.08694,14.43141,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,1,365,1,10,305,87,49,5.0,4.95,4.94,1,3,0,0,1.96,7.6004023345004,31,1,1,0,1,1,1,1,1,0,0,1,2,2293,18.0,Old_Town_Center,1
within_hour,1.0,1,50.08404,14.44814,Entire condo,Entire_home/apt,4,1.0,0.0,1.0,1,1125,1,25,175,173,44,4.84,4.83,4.73,1,13,0,0,3.84,7.010311867307229,22,1,1,1,1,1,1,0,0,0,0,0,1,2565,28.0,Near_Center_East,1
within_hour,1.0,1,50.08337,14.44793,Entire condo,Entire_home/apt,3,1.0,0.0,1.0,1,730,1,10,276,146,43,4.77,4.78,4.72,1,13,0,0,3.19,7.046647277848756,20,1,1,1,1,1,1,0,0,0,0,0,1,2565,65.0,Near_Center_East,1
within_hour,0.99,1,50.09238,14.41186,Other_Property,Private_room,2,1.0,1.0,2.0,1,1125,1,24,350,119,12,4.63,4.93,4.63,1,0,7,0,2.55,7.122866658599083,20,1,0,1,1,0,1,1,1,0,0,1,2,1712,135.0,Old_Town_Center,1
within_day,0.8,1,50.01685107375608,14.581409680526091,Entire condo,Entire_home/apt,2,1.0,0.0,2.0,1,365,1,30,208,5,1,4.8,4.8,4.6,1,1,0,0,0.27,8.104401307921613,20,1,1,1,1,1,1,1,1,0,0,1,2,1559,309.0,Outer_Districts,1
within_hour,0.29,1,50.09963,14.42301,Entire rental unit,Entire_home/apt,10,1.5,4.0,7.0,1,1125,1,20,213,18,1,4.5,4.61,4.61,1,37,0,0,0.37,8.402679804627477,29,1,1,1,1,1,1,1,0,0,1,1,2,2153,357.0,North_West_Districts,1
within_hour,1.0,1,50.07928085327149,14.434178352355955,Entire rental unit,Entire_home/apt,2,1.0,0.0,1.0,2,1125,1,27,157,188,33,4.92,4.91,4.79,1,3,0,0,4.17,6.866933284461882,32,1,1,1,1,1,1,0,1,0,0,0,2,1981,48.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.07928,14.43418,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,2,1125,1,26,157,193,49,4.93,4.85,4.89,1,3,0,0,4.22,6.946013991099227,34,1,1,1,1,1,1,0,1,0,0,0,2,1981,3.0,New_Town_Vinohrady,1
Unknown,1.0,1,50.06034660454076,14.41175127029418,Other_Property,Entire_home/apt,4,1.0,1.0,2.0,2,1125,1,30,152,200,45,4.85,4.64,4.63,0,3,0,0,4.16,7.83241092718792,38,1,1,1,1,0,1,1,1,0,0,0,2,3012,21.0,Near_Center_West_South,1
within_hour,1.0,1,50.060443248593714,14.411574363708478,Other_Property,Entire_home/apt,2,1.0,1.0,0.0,2,10,1,22,136,146,44,4.86,4.62,4.69,0,18,0,0,3.21,7.21890970761906,36,1,1,1,1,0,1,0,1,0,0,0,2,2019,71.0,Near_Center_West_South,1
within_hour,0.29,1,50.09764,14.42303,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,180,1125,1,0,0,8,0,4.25,4.63,4.38,1,37,0,0,0.19,10.079581424158677,23,1,1,1,1,1,1,1,0,0,1,1,2,2153,1072.0,North_West_Districts,1
within_hour,1.0,1,50.09055,14.42792,Entire serviced apartment,Entire_home/apt,2,1.0,1.0,1.0,5,90,1,5,125,82,36,4.46,4.94,4.48,1,79,6,0,2.1,6.78897174299217,33,1,1,0,1,1,1,1,0,0,0,1,2,4683,12.0,Old_Town_Center,1
within_hour,1.0,1,50.08851,14.40397,Entire rental unit,Entire_home/apt,4,1.0,1.0,1.0,1,1125,1,3,276,214,49,4.88,4.98,4.86,0,41,0,0,4.34,7.455876687491824,36,1,1,1,1,1,1,1,0,0,0,1,2,2565,6.0,Old_Town_Center,1
within_hour,1.0,1,50.0887,14.4062,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,1,1125,1,5,252,191,65,4.89,4.94,4.87,0,41,0,0,3.86,7.601901959875166,35,1,1,1,1,1,1,1,0,0,0,1,2,2565,17.0,Old_Town_Center,1
within_hour,1.0,1,50.12383,14.49928,Entire rental unit,Entire_home/apt,6,1.5,3.0,5.0,3,1125,1,22,278,95,33,4.84,4.67,4.81,1,8,0,0,2.14,7.784057002639929,35,1,1,1,1,1,1,1,1,0,1,1,3,3339,7.0,Outer_Districts,1
within_hour,1.0,1,50.09217,14.43314,Entire condo,Entire_home/apt,2,1.0,1.0,1.0,2,1125,1,27,128,261,67,4.88,4.94,4.79,0,8,0,0,5.6,7.384610383176974,52,1,1,1,1,1,1,1,1,0,0,1,2,3968,4.0,Old_Town_Center,1
within_hour,0.99,1,50.085426,14.417325,Entire rental unit,Entire_home/apt,6,1.0,2.0,3.0,1,31,1,14,38,213,67,4.62,4.91,4.64,1,74,0,0,4.7,7.791522819150732,38,1,1,1,1,1,1,1,1,0,0,0,3,4385,7.0,Old_Town_Center,1
within_hour,0.96,1,50.089424,14.423289,Entire condo,Entire_home/apt,2,1.0,0.0,1.0,4,30,1,23,67,72,6,4.69,4.93,4.78,1,2,0,0,1.58,7.061334366910438,22,1,1,1,1,0,1,1,0,0,0,1,2,1968,8.0,Old_Town_Center,1
within_hour,0.99,1,50.08392,14.41643,Entire condo,Entire_home/apt,5,1.0,2.0,5.0,3,1125,1,7,133,50,38,4.9,5.0,4.82,0,1,0,0,2.43,7.553286605600419,23,1,1,1,1,1,1,1,1,0,1,1,2,3504,28.0,Old_Town_Center,1
within_hour,1.0,1,50.09028,14.42,Entire serviced apartment,Entire_home/apt,2,1.0,1.0,3.0,2,1125,1,26,35,29,15,4.83,4.97,4.86,0,24,0,0,0.64,8.09437844497296,48,1,1,1,1,1,1,1,1,0,1,1,2,3518,18.0,Old_Town_Center,1
within_hour,1.0,1,50.07786,14.42675,Entire rental unit,Entire_home/apt,8,1.0,3.0,5.0,2,365,1,16,57,147,46,4.65,4.81,4.69,1,4,0,0,3.25,7.831617276352611,26,1,1,1,1,1,1,0,0,0,1,1,2,1486,14.0,Old_Town_Center,1
within_hour,1.0,1,50.07786,14.42675,Entire rental unit,Entire_home/apt,8,1.0,3.0,4.0,2,365,1,14,51,144,39,4.69,4.81,4.71,1,4,0,0,3.26,7.9868449011613825,25,1,1,1,1,1,1,1,0,0,1,1,2,1486,13.0,Old_Town_Center,1
within_hour,1.0,1,50.09376,14.45543,Entire serviced apartment,Entire_home/apt,2,1.5,1.0,1.0,1,1125,1,3,238,48,13,4.69,4.71,4.69,1,41,0,0,1.09,7.787382026484701,48,1,1,1,1,1,1,1,1,0,0,1,2,3119,99.0,Near_Center_East,1
within_hours,0.39,1,50.07494,14.42949,Entire rental unit,Entire_home/apt,2,1.0,1.0,2.0,1,30,1,30,361,41,3,4.68,4.8,4.76,0,4,6,0,0.9,7.264730177929867,22,1,0,1,1,1,1,1,1,0,1,0,2,2007,23.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.08541,14.41633,Room in hotel,Private_room,2,1.0,1.0,1.0,2,1125,1,24,359,1,0,5.0,5.0,5.0,1,0,4,0,0.02,7.5485559791698735,17,1,0,1,1,0,1,1,0,0,0,0,2,1488,1363.0,Old_Town_Center,1
within_hour,1.0,1,50.08533,14.41826,Room in hotel,Private_room,3,1.0,1.0,2.0,2,1125,1,16,344,2,0,3.5,3.0,3.5,1,0,4,0,0.05,7.640603826393634,17,1,0,1,1,0,1,1,0,0,0,0,2,1488,1116.0,Old_Town_Center,1
within_hour,1.0,1,50.08507,14.41756,Room in hotel,Private_room,4,1.0,1.0,2.0,2,1125,1,24,354,3,1,3.67,5.0,3.67,1,0,4,0,0.07,7.783224016336037,16,1,0,1,1,0,1,1,0,0,0,0,2,1488,203.0,Old_Town_Center,1
within_hour,1.0,1,50.08107,14.42503,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,1,1125,1,2,273,251,56,4.92,4.97,4.91,0,41,0,0,5.17,7.434847875211999,38,1,1,1,1,1,1,1,1,0,0,1,2,2565,20.0,Old_Town_Center,1
within_hour,1.0,1,50.08102,14.42499,Entire rental unit,Entire_home/apt,4,1.0,1.0,1.0,1,1125,1,9,293,202,46,4.88,4.94,4.93,0,41,0,0,4.15,7.417580402414544,38,1,1,1,1,1,1,1,1,0,0,1,2,2565,28.0,Old_Town_Center,1
within_hour,1.0,1,50.07895,14.42535,Entire rental unit,Entire_home/apt,4,2.0,1.0,2.0,1,1125,1,6,272,229,55,4.87,4.91,4.86,0,41,0,0,4.71,7.515889085215125,38,1,1,1,1,1,1,1,1,0,0,1,2,2565,18.0,Old_Town_Center,1
within_hour,0.99,1,50.09225,14.44475,Entire rental unit,Entire_home/apt,3,1.0,0.0,2.0,1,30,1,20,113,56,41,4.43,4.54,4.46,0,1,0,0,1.23,6.371611847231857,40,1,1,1,1,1,1,1,0,0,0,0,2,2115,39.0,Near_Center_East,1
within_hour,1.0,1,50.07696,14.42731,Entire rental unit,Entire_home/apt,8,1.0,3.0,6.0,1,1124,1,17,225,15,1,4.87,4.87,4.8,1,3,0,0,0.34,8.75115798136203,45,1,1,1,1,1,1,1,1,0,1,1,3,3190,364.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.07992,14.42918,Other_Property,Private_room,2,2.0,1.0,1.0,1,30,1,7,7,4,0,4.25,4.75,4.25,1,1,5,0,0.09,7.721791776817535,26,1,1,1,1,1,1,1,1,0,0,0,2,3919,1087.0,Old_Town_Center,1
within_hour,1.0,1,50.08488,14.41535,Entire loft,Entire_home/apt,2,1.5,1.0,1.0,2,1125,1,10,181,218,60,4.66,4.95,4.73,1,2,0,0,4.76,7.046647277848756,26,1,1,1,1,0,1,1,0,0,0,0,2,3412,14.0,Old_Town_Center,1
within_hour,0.98,1,50.07921,14.42522,Entire rental unit,Entire_home/apt,3,1.0,0.0,2.0,1,1125,1,14,115,141,24,4.59,4.9,4.65,1,2,0,0,3.06,7.157735484249907,36,1,1,0,1,1,1,1,1,0,0,1,2,2317,70.0,Old_Town_Center,1
within_hour,0.96,1,50.06453,14.43282,Other_Property,Shared_room,8,11.0,1.0,8.0,1,1125,1,27,344,8,1,4.63,4.5,4.75,1,1,9,2,0.19,5.953243334287785,35,1,1,1,1,1,1,0,1,0,0,1,3,2253,21.0,Outer_Districts,1
within_hour,1.0,1,50.08118,14.42652,Entire rental unit,Entire_home/apt,2,1.0,0.0,1.0,1,1125,1,2,277,320,58,4.91,4.96,4.89,0,41,0,0,6.58,7.492203042618741,38,1,1,1,1,1,1,1,1,0,0,1,2,2565,26.0,Old_Town_Center,1
within_hour,0.99,1,50.0713722,14.452475,Entire rental unit,Entire_home/apt,4,1.0,2.0,2.0,1,60,1,28,312,5,5,4.2,4.6,3.8,1,6,0,0,0.82,8.027150106832774,35,1,1,1,1,1,1,1,1,0,1,1,2,4113,74.0,Near_Center_East,1
within_hour,0.99,1,50.07224,14.45364,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,1,1,1,30,322,38,6,4.97,4.82,4.74,0,6,0,0,0.8,7.829630389150193,39,1,1,1,1,1,1,1,1,0,1,1,2,4113,91.0,Near_Center_East,1
within_hour,1.0,1,50.08796,14.40896,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,2,365,1,20,273,16,1,4.63,5.0,4.44,1,10,0,0,0.36,7.976938756959434,13,1,1,0,1,1,1,1,0,0,0,0,2,3181,155.0,Old_Town_Center,1
within_hour,1.0,1,50.08664,14.41701,Entire rental unit,Entire_home/apt,2,1.0,1.0,2.0,2,1125,1,24,356,282,65,4.95,4.95,4.9,0,3,0,0,6.25,7.710653323501202,53,1,1,1,1,1,1,1,1,0,0,1,2,3418,7.0,Old_Town_Center,1
within_hour,0.98,1,50.08174,14.41853,Room in aparthotel,Entire_home/apt,2,1.0,1.0,1.0,1,1125,1,19,207,584,170,4.68,4.89,4.69,1,6,0,0,12.89,6.99117688712121,26,1,1,1,1,1,1,1,1,0,0,1,2,1727,2.0,Old_Town_Center,1
within_hour,0.98,1,50.08006,14.41863,Room in aparthotel,Entire_home/apt,2,1.0,1.0,1.0,1,1125,1,17,196,229,103,4.69,4.9,4.77,1,6,0,0,5.06,6.858565034791365,26,1,1,1,1,1,1,1,1,0,0,1,2,1727,16.0,Old_Town_Center,1
within_hour,0.95,1,50.077587,14.444465,Entire rental unit,Entire_home/apt,4,1.0,1.0,3.0,1,28,1,19,273,6,3,4.83,5.0,4.5,1,20,0,0,0.17,8.341410211461865,17,1,1,1,1,1,1,1,0,0,0,0,2,2644,133.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.07098875562249,14.405574270522704,Entire rental unit,Entire_home/apt,5,1.0,2.0,5.0,1,1125,1,27,329,118,36,4.86,4.92,4.76,0,2,0,0,2.9,7.326465613840322,43,1,1,1,1,1,1,0,1,0,0,1,2,1388,70.0,Near_Center_West_South,1
within_hour,0.98,1,50.07832,14.42607,Entire rental unit,Entire_home/apt,3,1.0,0.0,2.0,1,1125,1,9,87,185,52,4.56,4.9,4.63,1,2,0,0,4.1,7.075808863978387,35,1,1,0,1,1,1,1,1,0,0,1,2,2317,13.0,Old_Town_Center,1
within_hour,1.0,1,50.087334,14.455577,Entire condo,Entire_home/apt,6,1.0,2.0,3.0,1,365,1,12,143,194,23,4.85,4.62,4.84,1,2,0,0,4.21,7.851271997109883,44,1,1,1,1,1,1,1,1,0,0,0,2,1387,12.0,Near_Center_East,1
Unknown,1.0,1,50.06054984175176,14.412146568298349,Other_Property,Entire_home/apt,3,1.0,1.0,1.0,2,1125,1,12,127,152,43,4.8,4.64,4.63,0,3,0,0,3.32,7.3277805384216315,45,1,1,1,1,0,1,0,1,0,0,1,2,3012,27.0,Near_Center_West_South,1
Unknown,1.0,1,50.08065,14.40461,Entire serviced apartment,Entire_home/apt,9,2.5,5.0,5.0,2,30,1,30,90,14,0,4.29,4.21,4.14,0,1,0,0,0.31,12.206077645517674,56,1,1,1,1,1,1,1,0,0,0,1,2,1364,1169.0,Near_Center_West_South,1
within_hour,1.0,1,50.10064,14.45284,Entire condo,Entire_home/apt,2,1.0,1.0,1.0,2,730,1,0,124,96,31,4.97,4.8,4.92,0,1,0,0,2.16,7.098375638590786,51,1,1,1,1,1,1,1,1,0,1,1,2,2333,7.0,North_West_Districts,1
Unknown,1.0,1,50.10184,14.43737,Other_Property,Private_room,3,1.5,1.0,2.0,2,1125,1,29,179,0,0,4.83,4.87,4.78,0,0,1,0,0.0,8.382975849296429,45,1,1,1,1,1,1,0,1,0,1,1,2,2008,9999.0,North_West_Districts,0
within_hour,0.99,1,50.07528,14.43153,Entire serviced apartment,Entire_home/apt,2,1.0,1.0,1.0,2,1124,1,23,344,81,12,4.93,4.78,4.81,0,15,0,0,1.9,7.614805364711073,48,1,1,1,1,1,1,1,1,0,0,1,2,3744,1.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.08756,14.41697,Entire condo,Entire_home/apt,2,1.0,1.0,1.0,5,1125,1,7,194,20,13,5.0,5.0,4.95,0,1,0,0,0.46,7.661997558901893,40,1,1,1,1,1,1,1,1,0,0,1,2,3222,9.0,Old_Town_Center,1
within_hour,1.0,1,50.07696,14.42299,Room in hotel,Private_room,2,1.0,1.0,2.0,3,1125,1,5,5,44,6,4.2,4.77,4.43,1,0,17,0,0.98,6.831953565565855,19,1,1,1,1,1,1,1,1,0,1,0,2,4570,219.0,New_Town_Vinohrady,1
days_or_more,0.0,1,50.08224,14.42899,Entire condo,Entire_home/apt,2,1.5,1.0,0.0,4,30,1,26,72,3,0,5.0,5.0,5.0,0,1,0,0,0.07,7.601402334583733,4,1,1,1,0,0,0,1,0,0,0,0,2,2661,657.0,Old_Town_Center,1
within_hour,1.0,1,50.04857,14.45812,Entire serviced apartment,Entire_home/apt,2,1.0,1.0,1.0,1,1125,1,4,171,17,4,4.59,4.59,4.47,1,41,0,0,0.38,7.064759027791802,31,1,1,1,1,1,1,1,0,0,0,1,2,3119,106.0,Outer_Districts,1
within_hour,0.98,1,50.122395,14.454661,Entire condo,Entire_home/apt,4,1.0,1.0,2.0,2,200,1,22,284,115,34,4.9,4.68,4.87,0,1,0,0,2.84,7.409741954080923,50,1,1,1,1,1,1,1,1,0,0,1,2,2500,10.0,Near_Center_East,1
within_hour,1.0,1,50.060857984159945,14.411986130688472,Other_Property,Entire_home/apt,3,1.0,1.0,0.0,2,365,1,14,132,138,42,4.82,4.58,4.7,0,18,0,0,3.03,7.493317248862145,49,1,1,1,1,0,1,0,1,0,0,1,2,2019,29.0,Near_Center_West_South,1
within_day,0.92,1,50.073296,14.395148,Entire condo,Entire_home/apt,2,1.0,1.0,1.0,4,365,1,0,287,50,11,4.96,4.84,4.84,0,1,0,0,1.17,7.422373700986824,35,1,1,1,1,1,1,0,1,0,0,1,2,3265,73.0,Near_Center_West_South,1
within_hour,1.0,1,50.08484,14.42026,Entire rental unit,Entire_home/apt,2,1.0,2.0,4.0,1,365,1,7,122,140,44,4.96,4.99,4.94,1,3,0,0,3.06,8.064636475774222,44,1,1,1,1,1,1,1,1,0,0,1,2,2668,8.0,Old_Town_Center,1
within_hour,0.29,1,50.09973,14.42335,Entire rental unit,Entire_home/apt,14,3.0,4.0,9.0,2,1125,1,26,348,25,4,4.56,4.48,4.56,0,37,0,0,0.56,8.940760134888384,22,1,1,0,1,1,1,1,0,0,1,1,2,2153,97.0,North_West_Districts,1
within_hour,1.0,1,50.0868,14.41957,Entire rental unit,Entire_home/apt,6,1.0,2.0,4.0,1,365,1,7,122,104,26,4.99,4.98,4.94,1,3,0,0,2.37,8.787678239039497,42,1,1,1,1,1,1,1,1,0,0,1,2,2668,21.0,Old_Town_Center,1
within_hour,1.0,1,50.07558,14.43874,Entire rental unit,Entire_home/apt,5,1.5,3.0,3.0,1,365,1,0,256,32,23,4.97,4.91,4.75,1,4,0,0,0.72,8.04237800517328,30,1,1,1,1,1,1,1,1,0,0,1,3,2812,16.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.08477,14.41957,Entire rental unit,Entire_home/apt,4,1.0,2.0,4.0,1,365,1,7,122,145,52,4.98,5.0,4.96,1,3,0,0,3.25,8.268218880067506,43,1,1,1,1,1,1,1,1,0,0,1,2,2668,1.0,Old_Town_Center,1
within_hour,1.0,1,50.10206,14.40094,Entire condo,Entire_home/apt,5,1.5,2.0,5.0,4,20,1,0,29,20,1,4.95,4.8,4.85,0,1,0,0,0.51,7.731930721948486,65,1,1,1,1,1,1,1,1,0,0,0,2,3028,73.0,North_West_Districts,1
within_hour,1.0,1,50.07196,14.395645,Entire serviced apartment,Entire_home/apt,4,1.0,1.0,3.0,2,1125,1,11,312,59,12,4.68,4.63,4.63,1,16,1,0,1.3,7.129297548929373,55,1,1,1,1,1,1,1,1,0,1,1,2,1380,70.0,Near_Center_West_South,1
within_day,0.5,1,50.07109,14.43085,Entire condo,Entire_home/apt,2,1.0,1.0,1.0,61,365,1,22,36,7,0,5.0,5.0,4.57,0,1,0,0,0.16,7.111512116496157,38,1,1,1,1,1,1,0,1,0,0,1,3,4787,407.0,New_Town_Vinohrady,1
within_hour,0.99,1,50.09303,14.45456,Entire condo,Entire_home/apt,2,1.0,1.0,1.0,2,1125,1,27,167,211,52,4.82,4.87,4.77,1,56,0,0,4.7,7.0192966537150445,22,1,1,1,1,1,1,1,1,0,0,0,2,2204,2.0,Near_Center_East,1
within_hour,1.0,1,50.08444,14.45139,Entire condo,Entire_home/apt,4,1.5,1.0,2.0,2,1125,1,0,0,42,21,4.9,4.83,4.79,0,3,0,0,1.83,7.038783541388542,41,1,1,1,1,1,1,1,1,0,0,1,2,2608,136.0,Near_Center_East,1
within_hours,0.88,1,50.12452,14.42996,Entire condo,Entire_home/apt,2,1.0,1.0,1.0,2,1125,1,1,93,69,32,4.91,4.86,4.93,0,1,0,0,1.55,7.170119543449628,46,1,1,1,1,1,1,1,1,0,0,1,2,1902,42.0,Near_Center_East,1
within_hour,1.0,1,50.08004,14.43497,Entire condo,Entire_home/apt,3,1.0,1.0,2.0,2,365,1,8,73,201,59,4.92,4.87,4.89,0,3,0,0,4.48,7.601402334583733,41,1,1,1,1,1,1,1,1,0,0,1,2,1354,6.0,New_Town_Vinohrady,1
