host_response_time,host_acceptance_rate,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,has_availability,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,log_price,num_amenities,amenity_wifi,amenity_kitchen,amenity_air_conditioning,amenity_heating,amenity_washer,amenity_dryer,amenity_tv,amenity_parking,amenity_pool,amenity_pets_allowed,amenity_long_term_stays_allowed,num_host_verifications,host_duration_days,days_since_last_review,neighbourhood_group,has_reviews
within_hour,1.0,1,50.09024,14.43051,Entire rental unit,Entire_home/apt,6,1.5,3.0,3.0,2,1125,1,3,138,363,85,4.95,4.94,4.94,1,2,0,0,5.04,7.722234744709607,40,1,1,1,1,1,1,1,1,0,0,0,2,2349,7.0,Old_Town_Center,1
within_hour,0.96,1,50.07109451293945,14.403260231018066,Entire condo,Entire_home/apt,2,1.0,1.0,3.0,2,27,1,12,313,184,38,4.83,4.86,4.78,0,2,0,0,2.64,6.862757913051401,21,1,1,0,1,0,1,0,0,0,0,1,2,4472,70.0,Near_Center_West_South,1
Unknown,1.0,1,50.10189,14.4034,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,1,14,1,28,88,2,0,4.5,5.0,4.5,0,1,0,0,0.03,9.332380997885208,22,1,1,1,1,1,1,1,1,0,0,0,2,2168,2114.0,North_West_Districts,1
within_hour,0.89,1,50.13481,14.43992,Other_Property,Private_room,1,1.5,1.0,1.0,2,1125,1,0,8,11,0,4.82,4.55,4.64,0,1,2,0,0.15,5.993961427306569,19,1,1,1,1,1,0,0,1,1,0,0,3,3212,573.0,Near_Center_East,1
within_hour,1.0,1,50.08960673190299,14.465126571928463,Entire rental unit,Entire_home/apt,4,2.0,2.0,3.0,20,1125,1,24,184,16,9,5.0,4.75,4.81,0,2,0,0,0.22,7.666221925662725,39,1,1,1,1,1,1,1,1,0,0,1,3,5025,91.0,Near_Center_East,1
within_hour,1.0,1,50.07778,14.45365,Entire rental unit,Entire_home/apt,2,1.0,0.0,1.0,3,999,1,7,132,117,35,4.54,4.78,4.48,1,8,0,0,1.68,6.787844982309579,25,1,0,0,1,1,1,1,1,0,0,0,2,2166,45.0,Near_Center_East,1
within_hour,0.96,1,50.06677,14.43232,Other_Property,Private_room,4,8.0,1.0,6.0,1,1125,1,24,342,23,3,4.35,4.52,4.61,1,1,9,2,0.33,6.582025138892826,27,1,1,1,1,0,1,0,1,0,0,1,3,2253,42.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.09816,14.67742,Private room in home,Private_room,2,1.0,1.0,2.0,60,365,1,0,259,10,3,5.0,4.8,4.9,0,2,2,0,0.14,6.952728644624869,29,1,1,1,1,1,1,1,1,0,0,1,2,2467,89.0,Outer_Districts,1
within_hour,0.96,1,50.0646,14.43144,Other_Property,Private_room,8,11.0,1.0,8.0,1,365,1,27,344,11,3,4.55,4.45,4.45,1,1,9,2,0.16,7.652070746116482,33,1,1,1,1,0,1,0,1,0,0,1,3,2253,182.0,Outer_Districts,1
within_hour,0.78,1,50.09501,14.45748,Entire loft,Entire_home/apt,8,1.5,3.0,3.0,1,30,1,14,275,15,4,4.93,5.0,4.93,0,1,0,0,0.21,8.117312461601975,22,1,1,1,1,1,1,1,1,0,0,1,2,2224,71.0,Near_Center_East,1
within_day,0.49,1,50.07398,14.43065,Entire rental unit,Entire_home/apt,5,1.0,1.0,3.0,2,1125,1,30,362,1,1,5.0,5.0,4.0,0,22,10,0,0.09,8.312871394342615,17,1,0,1,1,0,1,1,1,0,1,0,2,4600,320.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.09235,14.42009,Entire serviced apartment,Entire_home/apt,6,1.0,0.0,3.0,1,1125,1,15,335,131,33,4.75,4.95,4.75,1,45,0,0,1.79,7.621195162809845,30,1,1,1,1,1,1,1,0,0,1,1,2,4936,5.0,Old_Town_Center,1
Unknown,1.0,1,50.10661,14.45427,Entire rental unit,Entire_home/apt,4,1.0,0.0,4.0,730,1125,1,30,365,24,0,4.88,4.63,4.92,1,2,0,0,0.33,6.520621127558696,15,1,1,0,1,1,1,1,0,0,1,0,3,3197,1895.0,North_West_Districts,1
within_hour,0.99,1,50.07473,14.42888,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,1,99,1,18,303,112,15,4.92,4.89,4.72,0,12,0,0,1.57,8.098338846189057,44,1,1,1,1,1,1,1,1,0,1,1,2,2208,135.0,New_Town_Vinohrady,1
Unknown,1.0,1,50.1276,14.41019,Entire condo,Entire_home/apt,2,1.0,0.0,1.0,6,11,1,27,349,10,1,5.0,4.8,4.9,0,3,0,0,0.14,7.413970290190444,41,1,1,0,1,0,1,1,1,0,0,1,2,3163,252.0,Near_Center_East,1
within_hour,1.0,1,50.08670358287522,14.417139302251124,Entire rental unit,Entire_home/apt,6,1.0,0.0,4.0,3,15,1,14,204,19,5,4.68,4.84,4.63,1,2,0,0,0.45,7.711996507047669,21,1,1,0,1,1,1,1,0,0,1,0,2,4664,71.0,Old_Town_Center,1
within_hour,1.0,1,50.07979614956261,14.423646189324334,Entire rental unit,Entire_home/apt,4,1.0,1.0,3.0,1,1125,1,15,246,265,58,4.94,4.97,4.9,0,1,2,0,3.68,7.492203042618741,44,1,1,1,1,1,1,0,1,0,0,1,2,3384,14.0,Old_Town_Center,1
within_hour,0.99,1,50.0891,14.4285,Entire rental unit,Entire_home/apt,3,1.0,1.0,1.0,1,30,1,25,137,179,53,4.63,4.87,4.64,1,74,0,0,2.5,7.242797922793756,26,1,1,1,1,0,1,1,0,0,0,0,3,4385,8.0,Old_Town_Center,1
within_hour,0.88,1,50.07907,14.44913,Entire rental unit,Entire_home/apt,3,1.0,1.0,2.0,1,30,1,12,20,248,42,4.83,4.88,4.85,0,4,0,0,3.53,6.9584483932976555,44,1,1,1,1,1,1,1,1,0,0,1,2,2858,7.0,Near_Center_East,1
within_hour,1.0,1,50.09206,14.43167,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,2,1124,1,13,69,201,39,4.85,4.97,4.73,1,2,0,0,2.83,7.19668657083435,38,1,1,1,1,1,1,1,1,0,0,1,2,2166,15.0,Old_Town_Center,1
within_hours,0.29,1,50.06158,14.39092,Entire condo,Entire_home/apt,2,1.0,1.0,1.0,3,14,1,0,7,57,0,4.93,4.75,4.93,0,1,0,0,0.79,7.273092595999522,23,1,1,1,1,1,1,0,0,0,0,1,2,2420,554.0,Near_Center_West_South,1
within_hour,1.0,1,50.08571,14.42041,Entire rental unit,Entire_home/apt,10,1.5,3.0,5.0,1,1125,1,13,245,216,53,4.53,4.93,4.61,1,4,0,0,3.0,7.465655310134056,29,1,1,1,1,1,1,1,0,0,1,1,2,2204,30.0,Old_Town_Center,1
days_or_more,0.4,1,49.98916,14.44459,Private room in rental unit,Private_room,2,1.0,1.0,1.0,1,1125,1,30,180,2,0,4.0,4.0,4.0,0,0,1,0,0.03,7.3783837129967145,41,1,1,1,1,1,0,1,1,0,0,1,2,2167,1988.0,Outer_Districts,1
within_hour,1.0,1,50.07365,14.40965,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,2,1125,1,16,60,280,36,4.84,4.88,4.76,1,8,0,0,3.86,7.434847875211999,34,1,1,1,1,1,1,1,1,0,1,1,2,3888,14.0,Near_Center_West_South,1
within_hour,0.99,1,50.08252,14.431249,Entire rental unit,Entire_home/apt,5,1.0,1.0,2.0,1,1125,1,19,319,134,10,4.87,4.94,4.78,1,11,0,0,2.11,7.848153086199526,48,1,1,1,1,1,1,1,1,0,0,1,3,3211,18.0,Old_Town_Center,1
Unknown,1.0,1,50.07731,14.42971,Entire rental unit,Entire_home/apt,4,1.0,2.0,4.0,10,1125,1,30,365,60,0,4.88,4.87,4.7,1,2,0,0,0.84,8.893023494394711,47,1,1,0,1,1,1,1,1,0,0,1,2,2238,653.0,Old_Town_Center,1
Unknown,1.0,1,50.0781,14.42279,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,3,30,1,13,133,107,5,4.9,4.93,4.84,0,1,0,0,1.47,7.980023592310645,27,1,1,1,1,1,1,1,0,0,0,0,2,2215,100.0,Old_Town_Center,1
within_hour,1.0,1,50.07493,14.43953,Entire rental unit,Entire_home/apt,4,1.0,2.0,2.0,1,365,1,0,65,180,37,4.89,4.88,4.79,1,24,6,0,2.46,8.401108712395436,28,1,1,0,1,1,1,1,1,0,0,1,3,5138,91.0,New_Town_Vinohrady,1
Unknown,1.0,1,50.12589,14.41217,Entire rental unit,Entire_home/apt,2,1.0,0.0,1.0,3,354,1,27,349,6,3,4.83,4.33,4.0,0,3,0,0,0.3,7.507141079727608,42,1,1,0,1,1,1,1,1,0,0,1,2,3163,80.0,Near_Center_East,1
within_hour,1.0,1,50.08213,14.3743,Entire rental unit,Entire_home/apt,2,1.5,1.0,1.0,2,122,1,14,181,142,26,4.91,4.79,4.85,1,1,0,0,1.98,7.374629015218945,26,1,1,1,1,1,1,0,0,0,0,0,2,2816,14.0,North_West_Districts,1
within_hour,0.98,1,50.07431,14.38397,Entire rental unit,Entire_home/apt,2,1.5,0.0,1.0,2,37,1,17,181,183,32,4.98,4.79,4.96,0,1,0,0,2.68,6.918695219020472,50,1,1,1,1,1,1,1,1,0,1,1,2,2162,26.0,Near_Center_West_South,1
within_hour,1.0,1,50.08289,14.44837,Entire rental unit,Entire_home/apt,2,1.0,0.0,2.0,2,90,1,18,222,86,1,4.62,4.69,4.62,1,9,0,0,1.22,7.325148957955575,28,1,1,0,1,1,1,1,1,0,0,1,2,2158,357.0,Near_Center_East,1
within_hour,1.0,1,50.083,14.45001,Entire rental unit,Entire_home/apt,2,1.0,0.0,2.0,2,1125,1,0,188,115,11,4.77,4.72,4.68,1,9,0,0,1.63,7.325148957955575,27,1,1,0,1,1,1,1,1,0,0,1,2,2158,73.0,Near_Center_East,1
within_hour,1.0,1,50.08282,14.45032,Entire rental unit,Entire_home/apt,2,1.0,0.0,2.0,2,1125,1,16,232,78,5,4.74,4.68,4.67,1,9,0,0,1.1,7.243512974665482,38,1,1,1,1,1,1,1,1,0,0,1,2,2158,73.0,Near_Center_East,1
within_hours,1.0,1,50.10679,14.45888,Entire condo,Entire_home/apt,4,1.0,1.0,3.0,4,30,1,8,146,39,6,4.95,4.85,4.95,0,1,0,0,0.56,7.496097345175956,57,1,1,1,1,1,1,1,1,0,0,1,2,4188,11.0,North_West_Districts,1
within_hour,1.0,1,50.07457,14.41604,Entire rental unit,Entire_home/apt,3,1.0,0.0,2.0,2,1125,1,10,226,11,2,4.36,4.91,4.82,1,14,0,0,0.15,7.220373836723949,26,1,1,1,1,1,1,1,1,0,0,1,2,4545,49.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.07608,14.41463,Entire rental unit,Entire_home/apt,2,1.0,0.0,1.0,2,1125,1,16,271,35,2,4.71,4.86,4.69,1,14,0,0,0.49,7.220373836723949,25,1,1,1,1,1,1,1,1,0,0,1,2,4545,20.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.08563,14.41883,Entire rental unit,Entire_home/apt,10,1.0,3.0,5.0,1,1125,1,6,210,292,67,4.62,4.96,4.71,1,4,0,0,4.04,7.165493475060845,41,1,1,1,1,1,1,1,0,0,1,1,2,2204,16.0,Old_Town_Center,1
within_hour,1.0,1,50.0859,14.42034,Entire rental unit,Entire_home/apt,12,1.5,2.0,7.0,1,1125,1,7,266,273,58,4.58,4.95,4.6,1,4,0,0,3.78,7.084226422097916,31,1,1,1,1,0,1,1,0,0,1,1,2,2204,28.0,Old_Town_Center,1
Unknown,1.0,1,50.08627,14.46168,Entire rental unit,Entire_home/apt,1,1.0,0.0,1.0,15,365,1,0,164,22,0,4.68,4.45,4.64,1,1,0,0,0.31,7.404887575616125,39,1,1,1,1,1,1,1,1,0,0,1,2,2197,535.0,Near_Center_East,1
within_hour,0.99,1,50.08222,14.42061,Entire rental unit,Entire_home/apt,4,1.0,1.0,1.0,1,1125,1,8,78,178,15,4.35,4.88,4.48,1,3,0,0,2.49,7.393263094763838,31,1,1,1,1,1,1,0,1,0,0,1,2,2196,57.0,Old_Town_Center,1
within_hour,0.85,1,50.09262,14.48513,Entire serviced apartment,Entire_home/apt,4,1.0,2.0,4.0,1,1125,1,0,0,15,4,4.27,4.6,4.07,0,69,0,0,0.21,6.75110146893676,29,1,1,1,1,1,1,0,1,0,0,1,2,2998,51.0,Near_Center_East,1
within_hour,1.0,1,50.06876,14.38084,Entire rental unit,Entire_home/apt,6,1.0,2.0,7.0,2,1125,1,0,92,65,9,4.69,4.55,4.69,0,1,0,0,0.9,8.165363632473982,38,1,1,1,1,1,1,1,1,0,0,1,2,3250,216.0,Near_Center_West_South,1
within_hour,1.0,1,50.097656,14.347594,Private room in condo,Private_room,2,1.0,1.0,1.0,1,1125,1,18,129,53,14,4.92,4.91,4.87,1,0,1,0,0.74,7.208600337960199,19,1,0,1,1,0,1,0,0,0,0,0,2,3255,70.0,North_West_Districts,1
within_hour,0.99,1,50.08238,14.4186,Entire rental unit,Entire_home/apt,6,1.0,2.0,2.0,1,1125,1,10,84,238,17,4.39,4.84,4.5,1,3,0,0,3.33,7.862112211662748,32,1,1,1,1,1,1,0,1,0,0,1,2,2196,62.0,Old_Town_Center,1
within_hour,0.96,1,50.09440994262695,14.457980155944824,Entire rental unit,Entire_home/apt,2,1.0,0.0,1.0,3,1125,1,0,13,80,17,4.93,4.93,4.91,0,1,0,0,1.11,7.156176637480615,50,1,1,1,1,1,1,0,1,0,0,1,2,2196,105.0,Near_Center_East,1
within_hour,1.0,1,50.07621,14.4159,Entire rental unit,Entire_home/apt,3,1.0,0.0,2.0,2,1125,1,14,274,49,3,4.71,4.92,4.73,1,14,0,0,0.68,7.3310603052186325,29,1,1,1,1,1,1,1,1,0,0,1,2,4545,64.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.07458,14.41585,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,2,1125,1,13,221,11,0,4.55,4.82,4.55,1,14,0,0,0.25,7.443078374348516,27,1,1,0,1,1,1,1,1,0,0,1,2,4545,809.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.0430963261934,14.442401417273649,Entire rental unit,Entire_home/apt,4,1.5,2.0,4.0,2,14,1,26,148,68,28,4.85,4.85,4.75,1,1,0,0,0.96,7.1308988302963465,35,1,1,0,1,1,1,1,1,0,1,0,2,2351,25.0,Outer_Districts,1
within_hour,1.0,1,50.0841,14.46765,Entire serviced apartment,Entire_home/apt,2,1.5,1.0,1.0,1,1125,1,14,91,93,20,4.9,4.77,4.86,1,41,0,0,1.38,7.330405211844402,46,1,1,1,1,1,1,1,1,0,0,1,2,3119,78.0,Near_Center_East,1
within_hour,0.89,1,50.09481,14.3487,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,2,1125,1,15,106,7,0,4.86,4.57,4.57,1,5,13,0,0.1,8.21959545417708,23,1,1,0,1,1,1,1,1,0,0,0,2,3708,1099.0,North_West_Districts,1
within_hour,0.29,1,50.09748,14.42195,Entire rental unit,Entire_home/apt,6,1.0,1.0,2.0,1,1125,1,10,245,13,1,3.92,4.85,4.08,1,37,0,0,0.2,7.557472901614746,26,1,1,0,1,1,1,1,0,0,1,1,2,2153,78.0,North_West_Districts,1
within_hour,0.29,1,50.09887,14.4226,Entire rental unit,Entire_home/apt,4,1.0,1.0,1.0,1,1125,1,19,276,19,3,4.47,4.89,4.47,1,37,0,0,0.28,7.384610383176974,33,1,1,0,1,1,1,1,1,0,1,1,2,2153,88.0,North_West_Districts,1
within_hour,0.29,1,50.09966,14.42295,Entire rental unit,Entire_home/apt,3,1.0,1.0,2.0,1,1125,1,11,258,24,4,4.46,4.92,4.46,1,37,0,0,0.34,7.063903961472068,26,1,1,0,1,1,1,1,0,0,1,1,2,2153,99.0,North_West_Districts,1
within_hour,0.95,1,50.08856,14.58317,Entire home,Entire_home/apt,4,1.0,2.0,3.0,1,28,1,8,130,5,0,4.2,4.6,4.6,1,20,0,0,0.07,7.933079771880415,16,1,1,1,1,0,0,0,1,1,0,0,2,2644,637.0,Outer_Districts,1
within_hour,0.95,1,50.08856,14.58317,Entire home,Entire_home/apt,6,1.0,2.0,5.0,1,28,1,7,145,2,1,4.0,4.0,4.0,1,20,0,0,0.11,7.9854843567338225,16,1,1,1,1,0,0,0,1,1,0,0,2,2644,186.0,Outer_Districts,1
within_hour,1.0,1,50.0722,14.40492,Entire rental unit,Entire_home/apt,5,1.0,1.0,4.0,2,60,1,2,36,328,94,4.8,4.8,4.86,1,3,0,0,4.9,7.358193752733032,31,1,1,1,1,1,1,0,1,0,0,0,2,4386,3.0,Near_Center_West_South,1
within_hour,1.0,1,50.09238,14.43436,Entire rental unit,Entire_home/apt,4,1.5,1.0,1.0,2,1125,1,26,35,390,75,4.94,4.9,4.88,1,1,0,0,5.51,7.585281078639126,66,1,1,1,1,1,1,1,0,0,1,1,2,2143,6.0,Old_Town_Center,1
within_hour,0.29,1,50.09748,14.42195,Entire rental unit,Entire_home/apt,8,2.0,2.0,2.0,1,1125,1,0,0,13,0,3.92,4.08,3.85,1,37,0,0,0.19,7.799753318287247,26,1,1,0,1,1,1,1,0,0,1,1,2,2153,542.0,North_West_Districts,1
within_hour,0.99,1,50.08177,14.42113,Entire rental unit,Entire_home/apt,2,1.0,1.0,0.0,2,1125,1,29,364,445,48,4.54,4.91,4.68,1,4,2,0,6.4,7.428333194190806,39,1,1,1,1,0,1,1,1,0,0,1,3,2160,14.0,Old_Town_Center,1
within_hour,0.99,1,50.07991,14.42213,Entire rental unit,Entire_home/apt,3,1.0,1.0,0.0,2,1125,1,23,342,5,3,4.4,5.0,4.2,1,4,2,0,0.07,7.4821189235521155,37,1,1,1,1,0,1,1,1,0,0,1,3,2160,41.0,Old_Town_Center,1
within_hour,0.99,1,50.07949,14.422,Entire rental unit,Entire_home/apt,4,1.0,1.0,0.0,2,1125,1,24,356,25,4,4.6,4.68,4.52,1,4,2,0,0.36,7.618251097876695,38,1,1,1,1,0,1,1,1,0,0,1,3,2160,22.0,Old_Town_Center,1
within_hour,0.99,1,50.07961,14.42201,Private room in rental unit,Private_room,6,1.0,2.0,3.0,2,1125,1,14,334,11,5,4.27,4.36,4.27,1,4,2,0,0.28,7.910957382845589,37,1,1,1,1,0,1,1,1,0,0,1,3,2160,58.0,Old_Town_Center,1
within_hour,0.99,1,50.07954,14.42235,Entire rental unit,Entire_home/apt,6,1.0,1.0,3.0,2,1125,1,13,320,5,2,4.2,4.6,4.2,1,4,2,0,0.11,7.866338923046544,37,1,1,1,1,0,1,1,1,0,0,1,3,2160,99.0,Old_Town_Center,1
within_hour,0.99,1,50.07448,14.42991,Entire loft,Entire_home/apt,5,1.0,1.0,3.0,1,99,1,24,316,32,4,4.84,4.94,4.75,0,12,0,0,0.71,8.339023005744759,40,1,1,1,1,1,1,1,1,0,1,1,2,2208,189.0,New_Town_Vinohrady,1
within_hour,0.98,1,50.05985,14.3966,Other_Property,Entire_home/apt,2,1.0,1.0,1.0,3,28,1,0,8,169,37,4.79,4.64,4.86,1,6,1,0,2.36,7.313886831633462,55,1,1,1,1,1,1,1,1,0,0,1,2,2273,42.0,Near_Center_West_South,1
within_hour,1.0,1,50.03159,14.30916,Other_Property,Entire_home/apt,4,2.5,2.0,4.0,6,6,1,0,84,1,0,5.0,4.0,4.0,0,1,1,0,0.04,8.880724576151456,25,1,1,1,1,1,1,1,1,1,0,0,2,2434,805.0,Outer_Districts,1
within_hour,1.0,1,50.08321,14.40407,Other_Property,Private_room,2,1.0,1.0,1.0,2,31,1,6,281,344,85,4.78,4.93,4.77,0,0,3,0,4.83,6.466144724237619,26,1,0,1,1,0,1,0,1,0,0,1,3,2142,1.0,Old_Town_Center,1
within_hour,1.0,1,50.08219,14.40366,Other_Property,Private_room,2,1.0,1.0,1.0,2,31,1,1,279,285,84,4.79,4.93,4.83,1,0,3,0,4.0,6.466144724237619,24,1,1,0,1,0,1,0,1,0,0,0,3,2142,7.0,Old_Town_Center,1
within_hour,1.0,1,50.0836,14.40505,Other_Property,Private_room,2,1.5,1.0,1.0,2,31,1,4,281,318,72,4.73,4.93,4.74,1,0,3,0,4.48,6.415096959171596,25,1,1,1,1,0,1,0,1,0,0,0,3,2142,15.0,Old_Town_Center,1
within_hour,1.0,1,50.07767,14.41516,Entire rental unit,Entire_home/apt,4,1.5,1.0,2.0,1,1125,1,2,269,411,58,4.87,4.92,4.82,0,41,0,0,5.77,7.7039102096163115,26,1,1,1,1,1,1,1,0,0,0,1,2,2565,20.0,Old_Town_Center,1
within_hour,1.0,1,50.08404,14.45008,Entire rental unit,Entire_home/apt,2,1.0,0.0,2.0,2,90,1,13,239,79,5,4.81,4.75,4.73,1,9,0,0,1.13,7.329749689041512,38,1,1,1,1,1,1,1,1,0,0,1,2,2158,69.0,Near_Center_East,1
within_hour,1.0,1,50.07388,14.41447,Entire rental unit,Entire_home/apt,4,1.5,1.0,2.0,2,365,1,15,30,86,39,4.95,4.97,4.91,1,1,0,0,1.24,7.635786861395585,29,1,1,1,1,1,1,1,1,0,0,1,2,3417,7.0,New_Town_Vinohrady,1
Unknown,1.0,1,50.0717,14.45875,Entire condo,Entire_home/apt,3,1.0,1.0,2.0,5,35,1,5,83,50,6,4.9,4.8,4.84,1,1,0,0,0.7,7.487733761436444,54,1,1,1,1,1,0,0,1,0,0,0,2,3555,273.0,Near_Center_East,1
within_hour,1.0,1,50.08221448382604,14.419677689927592,Entire rental unit,Entire_home/apt,8,2.5,4.0,4.0,2,30,1,7,311,254,79,4.9,4.93,4.86,1,43,0,0,3.58,8.76123680683819,38,1,1,1,1,1,1,1,0,0,0,0,2,3049,9.0,Old_Town_Center,1
within_hour,0.85,1,50.10505,14.43566,Entire serviced apartment,Entire_home/apt,5,1.0,2.0,5.0,1,1125,1,0,0,11,1,4.55,4.73,4.82,0,69,0,0,0.16,7.317876198626496,24,1,1,1,1,1,1,0,0,0,0,1,2,2998,266.0,North_West_Districts,1
within_hour,0.29,1,50.0988,14.42253,Entire rental unit,Entire_home/apt,10,1.5,4.0,6.0,1,1125,1,20,210,42,2,4.6,4.79,4.69,1,37,0,0,0.6,8.096208271650037,29,1,1,0,1,1,1,1,0,0,1,1,2,2153,9.0,North_West_Districts,1
within_hour,0.98,1,50.07873,14.41564,Other_Property,Hotel_room,2,1.0,1.0,2.0,1,30,1,2,251,5,0,5.0,4.8,4.8,1,8,0,0,0.15,7.317876198626496,20,1,1,1,1,1,1,1,1,0,0,0,3,4150,706.0,Old_Town_Center,1
within_hour,1.0,1,50.11067,14.32521,Private room in home,Private_room,2,3.5,1.0,1.0,2,30,1,0,247,38,12,4.82,4.76,4.82,0,0,3,0,0.54,6.408528791059498,17,1,1,1,1,1,1,0,1,0,0,0,2,3575,91.0,Outer_Districts,1
within_hour,1.0,1,50.08461,14.44996,Entire rental unit,Entire_home/apt,2,1.0,0.0,2.0,2,1125,1,16,232,70,3,4.81,4.77,4.67,1,9,0,0,1.02,7.454719949364001,28,1,1,0,1,1,1,1,1,0,0,1,2,2158,72.0,Near_Center_East,1
within_hour,1.0,1,50.08278,14.44967,Entire rental unit,Entire_home/apt,4,1.0,0.0,3.0,2,1125,1,19,220,107,11,4.71,4.74,4.62,1,9,0,0,1.52,7.322510433997394,38,1,1,1,1,1,1,1,1,0,0,1,2,2158,68.0,Near_Center_East,1
within_hour,1.0,1,50.08469,14.4484,Entire rental unit,Entire_home/apt,4,1.0,0.0,3.0,2,1125,1,12,241,74,1,4.51,4.73,4.55,1,9,0,0,1.05,7.342131730584722,28,1,1,0,1,1,1,1,1,0,0,1,2,2158,356.0,Near_Center_East,1
within_hour,1.0,1,50.08466,14.44861,Entire rental unit,Entire_home/apt,4,1.0,0.0,3.0,2,1125,1,15,192,49,2,4.67,4.67,4.67,1,9,0,0,0.69,7.208600337960199,27,1,1,0,1,1,1,1,1,0,0,1,2,2158,72.0,Near_Center_East,1
within_hour,1.0,1,50.08307,14.44818,Entire rental unit,Entire_home/apt,4,1.0,0.0,3.0,2,90,1,21,253,94,1,4.64,4.66,4.65,1,9,0,0,1.34,7.261927092702751,27,1,1,0,1,1,1,1,1,0,0,1,2,2158,300.0,Near_Center_East,1
within_hour,0.99,1,50.08069,14.42227,Entire rental unit,Entire_home/apt,3,1.0,0.0,2.0,2,1125,1,15,332,202,31,4.7,4.96,4.7,1,9,4,0,2.85,7.4067107301776405,25,1,1,1,1,1,1,1,0,0,0,1,2,2977,18.0,Old_Town_Center,1
within_hour,0.96,1,50.07764,14.42381,Entire rental unit,Entire_home/apt,5,1.5,2.0,3.0,2,1125,1,13,100,202,32,4.74,4.92,4.76,1,1,0,0,2.85,7.138866999945524,22,1,1,1,1,1,1,1,0,0,0,1,1,2162,13.0,Old_Town_Center,1
within_day,0.54,1,50.07314,14.42978,Entire rental unit,Entire_home/apt,6,1.5,1.0,1.0,1,1125,1,27,343,4,3,4.25,4.0,4.0,0,8,1,0,0.06,8.1786387885907,26,1,0,1,1,0,1,1,1,0,1,0,3,3673,162.0,New_Town_Vinohrady,1
within_hour,0.99,1,50.070659,14.449097,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,1,365,1,10,152,223,69,4.86,4.76,4.83,0,1,0,0,6.5,6.905753276311464,34,1,1,0,1,1,1,1,1,0,0,1,1,3154,20.0,Near_Center_East,1
within_hour,1.0,1,50.07379,14.39602,Entire rental unit,Entire_home/apt,8,1.5,3.0,7.0,2,1125,1,0,106,44,14,4.41,4.52,4.34,1,2,0,0,0.62,8.128585200374497,25,1,1,0,1,1,1,0,1,0,0,1,2,3582,76.0,Near_Center_West_South,1
within_day,0.54,1,50.07335,14.43142,Entire rental unit,Entire_home/apt,3,1.0,1.0,2.0,1,1125,1,24,345,12,8,4.83,4.92,4.92,0,8,1,0,0.17,8.294799358992574,35,1,1,1,1,1,1,1,1,0,1,0,3,3673,41.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.09124,14.42678,Entire rental unit,Entire_home/apt,4,1.5,2.0,2.0,2,1125,1,10,75,37,18,4.86,4.97,4.84,1,14,0,0,0.52,8.423761246623686,51,1,1,1,1,1,1,1,1,0,1,1,2,3427,77.0,Old_Town_Center,1
within_day,0.54,1,50.07336,14.43131,Entire rental unit,Entire_home/apt,4,1.0,1.0,1.0,1,1125,1,28,354,2,1,4.0,5.0,3.5,0,8,1,0,0.05,8.296546520300614,31,1,1,1,1,1,1,1,1,0,1,0,3,3673,104.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.07779,14.45143,Entire rental unit,Entire_home/apt,2,1.0,0.0,1.0,3,999,1,26,151,149,31,4.74,4.8,4.74,1,8,0,0,2.15,6.787844982309579,24,1,0,0,1,1,1,1,1,0,0,0,2,2166,21.0,Near_Center_East,1
within_hour,1.0,1,50.0761,14.45159,Entire rental unit,Entire_home/apt,2,1.0,0.0,1.0,3,999,1,27,72,137,22,4.71,4.8,4.61,1,8,0,0,1.98,6.787844982309579,23,1,0,0,1,1,1,1,1,0,0,0,2,2166,28.0,Near_Center_East,1
within_hour,1.0,1,50.07877,14.42439,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,1,1125,1,9,50,263,77,4.76,4.84,4.76,1,4,0,0,3.7,7.1276936993473985,20,1,1,1,1,0,1,1,0,0,0,0,2,3481,1.0,Old_Town_Center,1
