host_response_time,host_identity_verified,latitude,longitude,property_type,room_type,minimum_nights,maximum_nights,has_availability,availability_30,availability_365,review_scores_rating,review_scores_location,review_scores_value,instant_bookable,log_price,num_amenities,amenity_wifi,amenity_kitchen,amenity_air_conditioning,amenity_heating,amenity_washer,amenity_dryer,amenity_tv,amenity_parking,amenity_pool,amenity_pets_allowed,amenity_long_term_stays_allowed,num_host_verifications,host_duration_days,neighbourhood_group,has_reviews,calculated_host_listings_count_shared_rooms_log,bathrooms_log,calculated_host_listings_count_private_rooms_log,host_acceptance_rate_log,beds_log,days_since_last_review_log,number_of_reviews_log,bedrooms_log,reviews_per_month_log,accommodates_log,calculated_host_listings_count_entire_homes_log,number_of_reviews_ltm_log
within_hour,1,50.0709,14.43157,Entire rental unit,Entire_home/apt,1,365,1,24,71,4.62,4.59,4.69,1,7.425953657077541,30,1,1,1,1,1,1,1,1,0,1,1,2,5303,New_Town_Vinohrady,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,3.332204510175204,5.6240175061873385,0.6931471805599453,0.9477893989335261,2.0794415416798357,4.624972813284271,3.912023005428146
within_hour,1,50.07834,14.43302,Entire rental unit,Entire_home/apt,2,365,1,8,51,4.52,4.71,4.58,1,7.186144304522325,22,1,1,1,1,0,1,1,1,0,1,1,2,5303,New_Town_Vinohrady,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,2.0794415416798357,6.206575926724928,0.6931471805599453,1.3402504226184837,1.3862943611198906,4.624972813284271,4.02535169073515
within_hour,1,50.07724,14.43383,Entire rental unit,Entire_home/apt,2,365,1,15,58,4.6,4.76,4.67,1,7.269616749608169,24,1,1,1,1,1,1,1,1,0,1,1,2,5303,New_Town_Vinohrady,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,6.030685260261263,0.6931471805599453,1.2149127443642704,1.6094379124341003,4.624972813284271,4.060443010546419
within_hour,1,50.08655,14.4512,Entire rental unit,Entire_home/apt,2,365,1,21,66,4.41,4.44,4.46,1,7.0587581525186645,22,1,1,1,1,1,1,1,1,0,1,1,2,5303,Near_Center_East,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,3.2188758248682006,5.616771097666572,0.6931471805599453,0.9593502213346021,1.3862943611198906,4.624972813284271,3.58351893845611
within_hour,1,50.09014,14.42619,Private room in rental unit,Private_room,2,365,1,3,201,4.33,4.86,4.46,1,6.51025834052315,20,1,1,0,1,1,1,0,0,0,0,0,2,4490,Old_Town_Center,1,0.0,0.6931471805599453,2.1972245773362196,0.6931471805599453,1.0986122886681098,2.833213344056216,6.732210706467206,0.6931471805599453,1.8931119634883424,1.3862943611198906,1.6094379124341003,4.204692619390966
within_hour,1,50.08754,14.40874,Entire serviced apartment,Entire_home/apt,1,1125,1,9,153,4.95,4.98,4.9,0,8.763115329619787,45,1,1,1,1,1,1,1,1,0,1,1,2,4526,Old_Town_Center,1,0.0,0.9162907318741551,0.0,0.6729444732424258,1.6094379124341003,1.791759469228055,5.497168225293202,1.0986122886681098,1.007957920399979,1.9459101490553132,1.0986122886681098,3.713572066704308
within_hour,1,50.07692,14.41433,Entire rental unit,Entire_home/apt,1,365,1,12,308,4.53,4.87,4.68,1,7.607381425639791,20,1,1,0,1,0,1,1,1,0,0,1,2,5149,New_Town_Vinohrady,1,0.0,0.9162907318741551,0.0,0.6931471805599453,2.302585092994046,2.9444389791664403,5.003946305945459,0.6931471805599453,0.7227059828014898,2.302585092994046,3.6109179126442243,3.6888794541139363
within_hour,1,50.08431,14.423,Entire rental unit,Entire_home/apt,3,60,1,1,24,4.9,4.96,4.89,1,7.848543482456679,38,1,1,1,1,1,1,1,1,0,0,1,2,4475,Old_Town_Center,1,0.0,0.9162907318741551,0.0,0.6780335427498971,1.791759469228055,3.091042453358316,5.267858159063328,1.0986122886681098,0.832909122935104,1.9459101490553132,0.6931471805599453,2.772588722239781
within_hour,1,50.10039,14.4313,Entire rental unit,Entire_home/apt,3,1000,1,29,42,4.72,4.73,4.58,0,7.3343293503005365,37,1,1,1,1,1,1,1,1,0,1,0,2,4451,North_West_Districts,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,4.276666119016055,4.343805421853684,0.6931471805599453,0.4252677354043441,1.3862943611198906,1.0986122886681098,1.791759469228055
within_hour,1,50.09884,14.42953,Entire rental unit,Entire_home/apt,3,1000,1,30,46,4.64,4.79,4.63,0,7.683403681053826,44,1,1,1,1,0,1,1,1,0,1,1,2,4451,North_West_Districts,1,0.0,0.9162907318741551,0.0,0.6931471805599453,1.9459101490553132,4.30406509320417,4.219507705176107,1.0986122886681098,0.3784364357202451,1.791759469228055,1.0986122886681098,2.1972245773362196
Unknown,1,50.092285,14.4329,Entire rental unit,Entire_home/apt,3,30,1,0,0,4.76,4.89,4.81,0,7.042286171939743,18,1,1,1,1,0,1,1,1,0,0,0,2,5139,Old_Town_Center,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,5.123963979403259,3.6375861597263857,0.6931471805599453,0.30010459245033805,1.0986122886681098,1.0986122886681098,1.0986122886681098
within_hour,1,50.08844,14.42424,Entire rental unit,Entire_home/apt,1,365,1,29,35,4.69,4.96,4.51,1,7.688913336864796,26,1,1,0,1,1,1,1,0,0,0,1,2,5933,Old_Town_Center,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,5.030437921392435,3.9889840465642745,0.6931471805599453,0.27002713721306015,1.6094379124341003,4.248495242049359,0.6931471805599453
within_hour,1,50.08943,14.42373,Entire rental unit,Entire_home/apt,1,365,1,29,35,4.83,5.0,4.37,1,7.9996785794994505,31,1,1,1,1,1,1,1,0,0,0,1,2,5933,Old_Town_Center,1,0.0,0.9162907318741551,0.0,0.6931471805599453,0.6931471805599453,5.537334267018537,2.995732273553991,0.6931471805599453,0.10436001532424277,1.6094379124341003,4.248495242049359,1.0986122886681098
within_hour,1,50.08943,14.42373,Entire rental unit,Entire_home/apt,1,365,1,29,35,4.84,4.84,4.72,1,7.688913336864796,27,1,1,0,1,1,1,1,0,0,0,1,2,5933,Old_Town_Center,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,4.532599493153256,3.5263605246161616,0.6931471805599453,0.173953307123438,1.6094379124341003,4.248495242049359,1.9459101490553132
within_hour,1,50.08051,14.41487,Entire rental unit,Entire_home/apt,1,365,1,30,31,4.65,4.8,4.7,1,7.731053144007127,26,1,1,0,1,1,1,1,0,0,0,1,2,5933,Old_Town_Center,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,5.955837369464831,3.044522437723423,0.6931471805599453,0.12221763272424921,1.6094379124341003,4.248495242049359,0.0
within_hour,1,50.08409,14.41352,Entire rental unit,Entire_home/apt,3,365,1,14,192,4.53,4.91,4.57,0,7.827240901752812,36,1,1,1,1,1,1,1,1,0,0,0,3,5210,Old_Town_Center,1,0.0,0.6931471805599453,0.0,0.6678293725756554,1.6094379124341003,2.995732273553991,5.572154032177765,0.6931471805599453,0.9400072584914712,1.6094379124341003,2.70805020110221,3.7612001156935624
within_day,1,50.07397,14.43056,Entire rental unit,Entire_home/apt,1,1125,1,30,364,4.75,4.63,4.8,0,7.639161171659173,22,1,1,1,1,0,1,1,0,0,1,0,2,4600,New_Town_Vinohrady,1,0.0,0.6931471805599453,2.3978952727983707,0.3987761199573678,0.6931471805599453,5.278114659230517,4.276666119016055,0.6931471805599453,0.3920420877760237,1.9459101490553132,3.1354942159291497,1.0986122886681098
within_day,1,50.07397,14.43056,Entire rental unit,Entire_home/apt,1,1125,1,18,281,4.78,4.75,4.83,0,7.639161171659173,21,1,1,1,1,0,1,1,0,0,1,0,2,4600,New_Town_Vinohrady,1,0.0,0.6931471805599453,2.3978952727983707,0.3987761199573678,1.6094379124341003,4.653960350157523,4.74493212836325,0.6931471805599453,0.5877866649021191,1.9459101490553132,3.1354942159291497,3.044522437723423
within_day,1,50.07397,14.43056,Entire rental unit,Entire_home/apt,1,1125,1,20,338,4.8,4.73,4.85,0,8.312626025674962,23,1,1,1,1,0,1,1,1,0,1,0,2,4600,New_Town_Vinohrady,1,0.0,0.6931471805599453,2.3978952727983707,0.3987761199573678,0.6931471805599453,4.955827057601261,5.351858133476067,0.0,0.8919980393051105,1.6094379124341003,3.1354942159291497,1.791759469228055
within_day,1,50.0706,14.43003,Entire rental unit,Entire_home/apt,1,1125,1,27,353,4.74,4.56,4.79,0,7.655864017616056,22,1,1,1,1,0,1,1,0,0,1,0,2,4600,New_Town_Vinohrady,1,0.0,0.6931471805599453,2.3978952727983707,0.3987761199573678,0.6931471805599453,3.4965075614664802,5.159055299214529,0.0,0.7839015438284094,1.0986122886681098,3.1354942159291497,1.6094379124341003
Unknown,1,50.05958,14.42289,Entire rental unit,Entire_home/apt,2,300,1,0,105,4.61,4.7,4.62,0,6.97354301952014,26,1,1,1,1,1,1,0,1,0,1,1,2,3421,Outer_Districts,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,4.2626798770413155,5.332718793265369,0.6931471805599453,0.9360933591703348,1.0986122886681098,0.6931471805599453,3.4965075614664802
within_hour,1,50.08409,14.41352,Entire rental unit,Entire_home/apt,3,365,1,22,196,4.59,4.95,4.61,0,7.679713639966372,37,1,1,1,1,1,1,1,1,0,0,0,3,5210,Old_Town_Center,1,0.0,0.6931471805599453,0.0,0.6678293725756554,1.3862943611198906,3.258096538021482,5.69035945432406,0.6931471805599453,1.0647107369924282,1.791759469228055,2.70805020110221,3.912023005428146
within_hour,1,50.08385,14.41463,Entire rental unit,Entire_home/apt,3,365,1,12,167,4.66,4.96,4.71,0,7.774435510302958,35,1,1,1,1,1,1,1,1,0,0,0,3,5210,Old_Town_Center,1,0.0,0.6931471805599453,0.0,0.6678293725756554,1.3862943611198906,3.091042453358316,6.091309882077698,0.6931471805599453,1.2809338454620642,1.791759469228055,2.70805020110221,3.784189633918261
within_hour,1,50.07744,14.4141,Entire rental unit,Entire_home/apt,1,365,1,20,273,4.64,4.88,4.71,1,8.17526610411206,20,1,1,0,1,0,1,1,1,0,0,1,2,5149,Old_Town_Center,1,0.0,0.9162907318741551,0.0,0.6931471805599453,2.5649493574615367,4.418840607796598,5.003946305945459,1.3862943611198906,0.6418538861723948,2.5649493574615367,3.6109179126442243,2.70805020110221
within_hour,1,50.08588,14.42145,Entire rental unit,Entire_home/apt,2,15,1,15,208,4.76,4.95,4.79,1,7.591357046698551,21,1,1,1,1,0,1,1,0,0,0,1,2,5081,Old_Town_Center,1,0.0,0.6931471805599453,0.0,0.688134638736401,0.6931471805599453,4.189654742026425,6.483107351457199,0.6931471805599453,1.5810384379124023,1.0986122886681098,0.6931471805599453,3.9318256327243257
within_hour,1,50.08655,14.4512,Entire rental unit,Entire_home/apt,2,365,1,7,47,4.58,4.43,4.59,1,7.02108396428914,29,1,1,1,1,1,1,1,1,0,1,1,2,5303,Near_Center_East,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,1.9459101490553132,5.849324779946859,0.6931471805599453,1.1216775615991057,1.6094379124341003,4.624972813284271,3.7612001156935624
within_day,1,50.07368,14.4294,Entire rental unit,Entire_home/apt,1,1125,1,30,321,4.78,4.68,4.82,0,8.499232866039245,15,1,1,1,1,0,0,1,0,0,1,0,3,4595,New_Town_Vinohrady,1,0.0,0.6931471805599453,0.6931471805599453,0.36464311358790924,0.6931471805599453,4.30406509320417,5.087596335232384,0.0,0.7419373447293773,1.3862943611198906,2.772588722239781,1.3862943611198906
within_hour,1,50.09015,14.41849,Entire condo,Entire_home/apt,1,31,1,9,223,4.74,4.97,4.73,1,7.421775793644647,33,1,1,1,1,0,1,1,1,0,0,0,2,4396,Old_Town_Center,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,2.0794415416798357,5.332718793265369,0.6931471805599453,0.883767540168595,1.3862943611198906,1.0986122886681098,3.332204510175204
within_hour,1,50.10003,14.41659,Entire rental unit,Entire_home/apt,3,1125,1,14,157,4.71,4.8,4.76,0,7.395721608602045,25,1,1,1,1,1,1,0,0,0,0,1,2,4591,North_West_Districts,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,4.859812404361672,4.919980925828125,1.0986122886681098,0.6575200029167942,1.6094379124341003,1.6094379124341003,2.8903717578961645
within_day,1,50.07397,14.43056,Entire rental unit,Entire_home/apt,1,1125,1,30,355,4.82,4.7,4.85,0,7.5485559791698735,23,1,1,1,1,0,1,1,0,0,1,0,2,4600,New_Town_Vinohrady,1,0.0,0.4054651081081644,2.3978952727983707,0.3987761199573678,0.6931471805599453,6.124683390894205,4.962844630259907,0.6931471805599453,0.6830968447064438,1.3862943611198906,3.1354942159291497,0.0
Unknown,1,50.10851,14.5387,Private room in rental unit,Private_room,2,30,1,30,365,4.53,4.42,4.42,0,7.45876269238096,13,1,1,0,1,0,0,0,1,0,0,0,2,4388,Outer_Districts,1,0.0,0.6931471805599453,0.6931471805599453,0.2851789422336624,0.6931471805599453,6.470799503782602,2.995732273553991,0.6931471805599453,0.13976194237515868,1.0986122886681098,0.0,0.0
within_hour,1,50.09143,14.4281,Private room in rental unit,Private_room,2,1125,1,20,298,4.47,4.92,4.58,1,6.380122536899765,14,1,1,0,1,1,1,0,0,0,0,0,2,4490,Old_Town_Center,1,0.0,0.6931471805599453,2.1972245773362196,0.6931471805599453,1.0986122886681098,3.044522437723423,6.431331081933479,0.6931471805599453,1.6601310267496185,1.3862943611198906,1.6094379124341003,3.8066624897703196
within_hour,1,50.06521,14.35803,Entire condo,Entire_home/apt,2,365,1,29,364,4.63,4.38,4.33,0,7.844240718141811,49,1,1,1,1,1,1,1,1,0,0,1,2,4385,Near_Center_West_South,1,0.0,0.6931471805599453,0.6931471805599453,0.5822156198526637,0.6931471805599453,2.772588722239781,3.2188758248682006,0.6931471805599453,0.15700374880966475,1.0986122886681098,0.6931471805599453,2.302585092994046
within_hour,1,50.07705,14.40825,Entire rental unit,Entire_home/apt,1,90,1,20,181,4.58,4.76,4.58,1,7.461065514354283,26,1,1,1,1,1,1,1,0,0,0,0,3,4385,Near_Center_West_South,1,0.0,0.6931471805599453,0.0,0.688134638736401,1.0986122886681098,3.1780538303479458,6.118097198041348,0.6931471805599453,1.420695787837223,1.6094379124341003,4.31748811353631,3.7376696182833684
within_hour,1,50.09104,14.42533,Entire condo,Entire_home/apt,20,1125,1,5,281,4.8,4.88,4.7,1,7.768533300926033,51,1,1,1,1,1,1,1,1,0,0,1,1,5062,Old_Town_Center,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,4.02535169073515,5.170483995038151,1.0986122886681098,0.7227059828014898,1.6094379124341003,0.6931471805599453,1.6094379124341003
within_hour,1,50.08655,14.4512,Entire rental unit,Entire_home/apt,2,365,1,25,72,4.48,4.36,4.54,1,7.017506142941256,22,1,1,1,1,1,1,1,1,0,1,1,2,5303,Near_Center_East,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,3.091042453358316,5.598421958998375,0.6931471805599453,0.9631743177730056,1.3862943611198906,4.624972813284271,3.4011973816621555
within_hour,1,50.08005,14.42756,Entire rental unit,Entire_home/apt,2,365,1,16,56,4.58,4.63,4.62,1,7.601901959875166,31,1,1,1,1,1,1,1,1,0,1,1,2,5303,Old_Town_Center,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,1.0986122886681098,5.598421958998375,1.0986122886681098,0.9707789171582247,2.1972245773362196,4.624972813284271,2.6390573296152584
within_hour,1,50.06625,14.40245,Entire loft,Entire_home/apt,1,365,1,6,256,4.7,4.52,4.67,1,7.272398392570047,43,1,1,1,1,1,1,1,1,0,1,1,2,5069,Near_Center_West_South,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,4.718498871295094,5.8522024797744745,0.6931471805599453,1.1505720275988207,1.6094379124341003,1.0986122886681098,3.4011973816621555
within_hours,1,50.08529,14.44532,Entire rental unit,Entire_home/apt,7,100,1,0,30,4.91,4.78,4.89,0,6.880384082186005,31,1,1,1,1,1,1,1,1,0,0,1,2,5054,Near_Center_East,1,0.0,0.6931471805599453,0.0,0.636576829071551,1.9459101490553132,4.219507705176107,6.025865973825314,1.0986122886681098,1.244154593958768,2.0794415416798357,1.0986122886681098,3.4339872044851463
days_or_more,1,50.10546,14.4707,Entire rental unit,Entire_home/apt,10,30,1,28,88,4.83,4.87,4.78,0,8.470311205516108,14,1,1,0,1,1,1,1,1,0,0,0,3,4998,Near_Center_East,0,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,9.210340371976184,0.0,1.0986122886681098,0.0,1.6094379124341003,0.6931471805599453,0.0
within_hours,1,50.091067734318685,14.423598800541122,Entire rental unit,Entire_home/apt,3,400,1,15,299,4.72,4.89,4.7,0,7.4067107301776405,56,1,1,1,1,1,1,1,1,0,0,1,2,4992,Old_Town_Center,1,0.0,0.9162907318741551,0.0,0.5933268452777344,0.6931471805599453,2.0794415416798357,6.077642243349034,0.6931471805599453,1.2892326482767593,1.6094379124341003,1.0986122886681098,4.04305126783455
within_hour,1,50.08827218384488,14.42322947611544,Entire rental unit,Entire_home/apt,4,280,1,12,126,4.64,4.99,4.73,0,8.248529124800218,39,1,1,1,1,1,1,1,1,0,0,1,2,4989,Old_Town_Center,1,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.791759469228055,2.0794415416798357,6.142037405587356,1.3862943611198906,1.3609765531356006,2.1972245773362196,3.8501476017100584,3.713572066704308
Unknown,1,50.06524,14.42953,Entire loft,Entire_home/apt,1,120,1,0,0,4.78,4.53,4.76,0,7.069023426578259,16,1,0,0,1,0,1,0,0,0,1,0,2,4384,New_Town_Vinohrady,1,0.0,0.9162907318741551,0.0,0.0,1.0986122886681098,7.537430036586509,5.313205979041787,1.0986122886681098,0.8754687373538999,1.6094379124341003,0.6931471805599453,0.0
within_hour,1,50.10161028878581,14.429512329504329,Entire rental unit,Entire_home/apt,3,90,1,19,118,4.79,4.85,4.69,0,7.3098814858247865,21,1,1,1,1,1,1,0,1,0,1,0,2,5172,North_West_Districts,1,0.0,0.6931471805599453,0.0,0.6626879730752367,1.0986122886681098,4.442651256490317,3.6888794541139363,0.6931471805599453,0.23901690047049992,1.6094379124341003,0.6931471805599453,2.6390573296152584
within_hour,1,50.0824,14.42333,Entire condo,Entire_home/apt,21,365,1,28,228,4.67,4.87,4.66,0,7.4489161025442,31,1,1,1,1,1,1,1,1,0,0,1,2,4382,Old_Town_Center,1,0.0,0.9162907318741551,0.0,0.0,1.3862943611198906,7.160845906664299,4.672828834461906,1.3862943611198906,0.5709795465857378,1.3862943611198906,0.6931471805599453,0.0
within_hour,1,50.08687,14.39608,Entire rental unit,Entire_home/apt,30,365,1,0,191,4.9,4.93,4.9,0,7.335633981927201,18,1,1,1,1,1,1,0,0,0,1,1,2,4376,Old_Town_Center,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.791759469228055,5.337538079701318,3.7612001156935624,1.0986122886681098,0.2776317365982795,1.791759469228055,1.3862943611198906,1.9459101490553132
within_hour,1,50.08478,14.42096,Entire rental unit,Entire_home/apt,2,365,1,14,51,4.53,4.91,4.6,1,7.537430036586509,29,1,1,1,1,1,1,0,1,0,1,1,2,5303,Old_Town_Center,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,2.0794415416798357,6.35088571671474,0.6931471805599453,1.5953389880545987,1.6094379124341003,4.624972813284271,4.189654742026425
within_day,1,50.0638,14.43642,Entire rental unit,Entire_home/apt,2,120,1,28,172,4.79,4.6,4.72,0,8.294299608857235,51,1,1,1,1,1,1,0,1,0,0,0,2,4365,Outer_Districts,1,0.0,0.6931471805599453,0.0,0.6418538861723948,1.6094379124341003,4.897839799950911,4.709530201312334,1.0986122886681098,0.5653138090500605,2.1972245773362196,0.6931471805599453,1.9459101490553132
within_hour,1,50.10569,14.43433,Entire rental unit,Entire_home/apt,2,1125,1,6,146,4.59,4.65,4.74,1,6.90875477931522,28,1,1,1,1,1,1,1,1,0,1,0,2,4358,North_West_Districts,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,6.7357800142423265,1.0986122886681098,1.9198594718553708,1.0986122886681098,0.6931471805599453,4.394449154672439
within_hour,1,50.09532716485353,14.50264386959819,Entire rental unit,Entire_home/apt,3,1125,1,30,345,4.85,4.8,4.79,0,7.896924656268864,32,1,1,1,1,1,1,1,0,0,0,1,2,4355,Outer_Districts,1,0.0,0.9162907318741551,0.0,0.5653138090500605,1.0986122886681098,4.584967478670572,4.174387269895637,0.6931471805599453,0.37156355643248307,1.6094379124341003,1.0986122886681098,2.0794415416798357
days_or_more,1,50.08685,14.41432,Entire rental unit,Entire_home/apt,2,365,1,11,50,4.19,4.9,4.3,0,7.135687347028144,20,1,1,1,1,1,1,1,0,0,1,0,2,4982,Old_Town_Center,1,0.0,0.6931471805599453,0.0,0.3074846997479606,0.6931471805599453,7.537430036586509,5.220355825078324,0.6931471805599453,0.7654678421395714,1.0986122886681098,2.1972245773362196,0.0
days_or_more,1,50.08267,14.42895,Entire rental unit,Entire_home/apt,2,365,1,24,64,4.04,4.79,4.29,0,7.064759027791802,30,1,1,0,1,0,1,1,0,0,1,1,2,4982,Old_Town_Center,1,0.0,0.6931471805599453,0.0,0.3074846997479606,1.0986122886681098,5.4116460518550396,4.983606621708336,0.6931471805599453,0.636576829071551,1.3862943611198906,2.1972245773362196,2.0794415416798357
days_or_more,1,50.0795,14.44812,Entire condo,Entire_home/apt,2,365,1,28,75,4.25,4.74,4.2,0,7.500529485395295,19,1,1,0,1,1,1,1,0,0,1,1,2,4982,Near_Center_East,1,0.0,0.6931471805599453,0.0,0.3074846997479606,1.3862943611198906,5.529429087511423,3.6109179126442243,0.6931471805599453,0.1988508587451652,1.791759469228055,2.1972245773362196,1.0986122886681098
