host_acceptance_rate,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,num_amenities,amenity_wifi,amenity_kitchen,amenity_air_conditioning,amenity_heating,amenity_washer,amenity_dryer,amenity_tv,amenity_parking,amenity_pool,amenity_pets_allowed,amenity_long_term_stays_allowed,num_host_verifications,host_duration_days,days_since_last_review,has_reviews,calculated_host_listings_count_shared_rooms_log,bathrooms_log,calculated_host_listings_count_private_rooms_log,host_acceptance_rate_log,beds_log,days_since_last_review_log,number_of_reviews_log,bedrooms_log,reviews_per_month_log,accommodates_log,calculated_host_listings_count_entire_homes_log,number_of_reviews_ltm_log,host_response_time_Unknown,host_response_time_days_or_more,host_response_time_within_day,host_response_time_within_hour,host_response_time_within_hours,room_type_Entire_home/apt,room_type_Hotel_room,room_type_Private_room,room_type_Shared_room,neighbourhood_group_Near_Center_East,neighbourhood_group_Near_Center_West_South,neighbourhood_group_New_Town_Vinohrady,neighbourhood_group_North_West_Districts,neighbourhood_group_Old_Town_Center,neighbourhood_group_Outer_Districts,property_type_freq,log_price
1.0,1,50.08252,14.44622,4,1.0,1.0,4.0,1,1125,6,65,193,0,4.75,4.61,4.69,1,2,0,0,1.93,20,1,1,0,1,0,1,0,1,0,1,1,2,3224,1865.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,7.531552381407289,5.267858159063328,0.6931471805599453,1.0750024230289759,1.6094379124341003,1.0986122886681098,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.609375,7.170888478512505
0.99,1,50.07857,14.41535,6,1.0,2.0,3.0,1,90,24,130,450,60,4.72,4.96,4.74,1,74,0,0,4.5,30,1,1,1,1,1,1,1,0,0,0,0,3,4385,5.0,1,0.0,0.6931471805599453,0.0,0.688134638736401,1.3862943611198906,1.791759469228055,6.111467339502679,1.0986122886681098,1.7047480922384253,1.9459101490553132,4.31748811353631,4.110873864173311,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,8.098642843759418
1.0,1,50.08489,14.43144,4,1.0,1.0,1.0,2,1125,15,96,248,39,4.87,4.9,4.8,1,3,0,0,2.53,26,1,1,1,1,1,1,1,0,0,0,1,3,3421,71.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,4.276666119016055,5.517452896464707,0.6931471805599453,1.2612978709452054,1.6094379124341003,1.3862943611198906,3.6888794541139363,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.537962659768208
0.97,1,50.11225,14.38011,2,1.0,0.0,1.0,2,30,3,5,214,23,4.96,4.78,4.92,1,2,0,0,2.14,14,1,1,0,1,1,1,0,0,0,0,0,2,3212,99.0,1,0.0,0.6931471805599453,0.0,0.6780335427498971,0.6931471805599453,4.605170185988092,5.3706380281276624,0.0,1.144222799920162,1.0986122886681098,1.0986122886681098,3.1780538303479458,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.609375,6.925595197110468
0.99,1,50.08352,14.43053,4,1.0,0.0,2.0,1,21,25,151,250,30,4.61,4.91,4.64,1,74,0,0,2.51,27,1,1,1,1,1,1,0,0,0,0,0,3,4385,20.0,1,0.0,0.6931471805599453,0.0,0.688134638736401,1.0986122886681098,3.044522437723423,5.5254529391317835,0.0,1.2556160374777743,1.6094379124341003,4.31748811353631,3.4339872044851463,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.623153068476902
0.99,1,50.09219,14.4222,5,1.0,1.0,2.0,2,180,5,111,56,2,4.82,4.91,4.69,1,39,0,0,0.56,46,1,1,1,1,1,1,1,1,0,0,1,3,4396,45.0,1,0.0,0.6931471805599453,0.0,0.688134638736401,1.0986122886681098,3.828641396489095,4.04305126783455,0.6931471805599453,0.44468582126144574,1.791759469228055,3.6888794541139363,1.0986122886681098,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.8009820712577405
0.98,1,50.02384,14.41915,5,1.5,1.0,3.0,4,365,12,57,75,16,4.8,4.69,4.78,0,2,0,0,0.75,51,1,1,1,1,1,1,1,1,0,0,1,2,3190,92.0,1,0.0,0.9162907318741551,0.0,0.6830968447064438,1.3862943611198906,4.532599493153256,4.330733340286331,0.6931471805599453,0.5596157879354227,1.791759469228055,1.0986122886681098,2.833213344056216,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.10378649635036497,7.020190708311925
1.0,1,50.08047,14.44575,2,1.5,1.0,2.0,3,60,10,60,38,0,4.95,4.95,4.97,0,0,2,0,0.38,39,1,1,1,1,1,1,0,0,0,0,1,2,3310,1959.0,1,0.0,0.9162907318741551,1.0986122886681098,0.6931471805599453,1.0986122886681098,7.580699752224563,3.6635616461296463,0.6931471805599453,0.32208349916911333,1.0986122886681098,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.06843065693430657,7.317876198626496
0.98,1,50.09126,14.42303,2,1.5,1.0,2.0,3,1125,3,49,344,42,4.81,4.96,4.8,0,3,0,0,3.45,27,1,1,1,1,1,1,1,1,0,0,1,2,4920,7.0,1,0.0,0.9162907318741551,0.0,0.6830968447064438,1.0986122886681098,2.0794415416798357,5.84354441703136,0.6931471805599453,1.4929040961781488,1.0986122886681098,1.3862943611198906,3.7612001156935624,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.347943823148687
0.9,1,50.07758,14.43074,4,1.5,2.0,3.0,2,730,16,124,1,0,5.0,5.0,5.0,0,3,0,0,0.01,33,1,1,1,1,1,1,1,0,0,0,1,2,2959,2016.0,1,0.0,0.9162907318741551,0.0,0.6418538861723948,1.3862943611198906,7.6093665379542115,0.6931471805599453,1.0986122886681098,0.009950330853168083,1.6094379124341003,1.3862943611198906,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.609375,8.390949464841986
1.0,1,50.09057,14.42546,3,1.0,1.0,1.0,1,365,13,345,464,70,4.61,4.93,4.63,1,37,12,0,4.74,42,1,1,1,1,1,1,1,1,0,0,1,2,3419,3.0,1,0.0,0.6931471805599453,2.5649493574615367,0.6931471805599453,0.6931471805599453,1.3862943611198906,6.142037405587356,0.6931471805599453,1.747459210331475,1.3862943611198906,3.6375861597263857,4.2626798770413155,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.347943823148687
1.0,1,50.08443,14.41253,4,1.5,1.0,2.0,2,730,30,349,97,5,4.93,4.98,4.78,0,1,0,0,1.0,36,1,1,1,1,1,1,1,1,0,0,1,2,2958,74.0,1,0.0,0.9162907318741551,0.0,0.6931471805599453,1.0986122886681098,4.31748811353631,4.584967478670572,0.6931471805599453,0.6931471805599453,1.6094379124341003,0.6931471805599453,1.791759469228055,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.667158255319148
1.0,1,50.08948,14.42807,2,1.5,1.0,1.0,1,365,3,322,363,47,4.57,4.92,4.6,0,37,12,0,3.71,49,1,1,1,1,1,1,0,1,0,0,1,2,3419,56.0,1,0.0,0.9162907318741551,2.5649493574615367,0.6931471805599453,0.6931471805599453,4.04305126783455,5.8971538676367405,0.6931471805599453,1.5496879080283263,1.0986122886681098,3.6375861597263857,3.871201010907891,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.06843065693430657,7.089243155027514
1.0,1,50.09132,14.42679,2,1.0,1.0,1.0,1,365,10,332,391,60,4.63,4.92,4.68,1,37,12,0,4.02,37,1,1,1,1,1,1,0,1,0,0,1,2,3419,65.0,1,0.0,0.6931471805599453,2.5649493574615367,0.6931471805599453,0.6931471805599453,4.189654742026425,5.971261839790462,0.6931471805599453,1.6134299337036377,1.0986122886681098,3.6375861597263857,4.110873864173311,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.06843065693430657,7.060476365999801
1.0,1,50.08176,14.45207,2,1.5,1.0,1.0,2,1125,14,315,288,45,4.9,4.88,4.85,1,1,0,0,2.99,36,1,1,1,1,1,1,0,1,0,0,1,2,4999,7.0,1,0.0,0.9162907318741551,0.0,0.6931471805599453,0.6931471805599453,2.0794415416798357,5.666426688112432,0.6931471805599453,1.3837912309017721,1.0986122886681098,0.6931471805599453,3.828641396489095,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.609375,7.268920128193722
1.0,1,50.08996,14.43238,5,1.0,1.0,3.0,2,1125,10,316,14,3,4.5,4.93,4.93,1,4,0,0,0.19,46,1,1,1,1,1,1,1,1,0,0,1,3,2951,29.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,3.4011973816621555,2.70805020110221,0.6931471805599453,0.173953307123438,1.791759469228055,1.6094379124341003,1.3862943611198906,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.61972421378267
0.99,1,50.08401,14.44557,1,1.5,1.0,1.0,1,1125,22,310,155,68,4.76,4.83,4.86,1,0,1,0,1.8,13,1,1,0,0,1,1,1,1,0,0,0,3,3368,5.0,1,0.0,0.9162907318741551,0.6931471805599453,0.688134638736401,0.6931471805599453,1.791759469228055,5.049856007249537,0.6931471805599453,1.0296194171811583,0.6931471805599453,0.0,4.23410650459726,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.04927007299270073,6.889591308354466
1.0,1,50.08256,14.4441,2,1.0,1.0,1.0,2,14,12,106,270,60,4.89,4.69,4.88,0,4,0,0,2.78,15,1,1,0,1,0,1,0,0,0,0,0,1,3175,28.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,3.367295829986474,5.602118820879701,0.6931471805599453,1.3297240096314962,1.0986122886681098,1.6094379124341003,4.110873864173311,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.10378649635036497,7.244941546337007
1.0,1,50.09911,14.43304,2,1.5,1.0,1.0,2,1125,16,283,481,57,4.93,4.87,4.9,1,1,0,0,4.87,30,1,1,0,1,0,1,0,0,0,0,0,2,3002,5.0,1,0.0,0.9162907318741551,0.0,0.6931471805599453,0.6931471805599453,1.791759469228055,6.1779441140506,0.6931471805599453,1.7698546338400052,1.0986122886681098,0.6931471805599453,4.060443010546419,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.10378649635036497,7.576097340623111
0.99,1,50.08664,14.40588,3,1.0,1.0,1.0,2,1125,5,59,254,52,4.98,4.97,4.89,0,1,0,0,2.68,52,1,1,1,1,1,1,1,0,0,0,1,2,3607,2.0,1,0.0,0.6931471805599453,0.0,0.688134638736401,0.6931471805599453,1.0986122886681098,5.541263545158426,0.6931471805599453,1.3029127521808397,1.3862943611198906,0.6931471805599453,3.970291913552122,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.91862865334224
0.48,1,50.10885,14.47456,2,1.0,1.0,1.0,3,1125,30,288,33,7,4.94,4.7,4.82,0,4,0,0,0.33,36,1,1,1,1,1,1,1,0,0,0,1,2,3506,90.0,1,0.0,0.6931471805599453,0.0,0.3920420877760237,0.6931471805599453,4.51085950651685,3.5263605246161616,0.6931471805599453,0.2851789422336624,1.0986122886681098,1.6094379124341003,2.0794415416798357,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.609375,7.4205789054108005
1.0,1,50.09263,14.42193,3,1.0,1.0,3.0,2,1000,28,178,229,0,4.81,4.95,4.81,0,1,0,0,2.3,20,1,1,1,1,1,1,0,0,0,1,1,2,3000,1245.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,7.1276936993473985,5.438079308923196,0.6931471805599453,1.1939224684724346,1.3862943611198906,0.6931471805599453,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.609375,8.772920092626467
1.0,1,50.0876,14.39812,2,1.0,1.0,2.0,2,730,4,4,152,22,4.94,4.94,4.93,1,1,6,0,1.55,28,1,0,1,1,1,1,0,1,0,0,1,2,4882,28.0,1,0.0,0.6931471805599453,1.9459101490553132,0.6931471805599453,1.0986122886681098,3.367295829986474,5.030437921392435,0.6931471805599453,0.9360933591703348,1.0986122886681098,0.6931471805599453,3.1354942159291497,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.04927007299270073,7.317876198626496
1.0,1,50.1021,14.44995,2,1.0,1.0,1.0,30,30,29,89,1,0,5.0,5.0,4.0,0,0,1,0,0.01,8,1,1,0,1,1,0,0,0,0,1,0,2,3273,2995.0,1,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,8.005033344637111,0.6931471805599453,0.6931471805599453,0.009950330853168083,1.0986122886681098,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.06843065693430657,7.438971592395862
1.0,1,50.08732,14.42219,3,1.0,1.0,2.0,2,1125,9,136,361,55,4.8,4.98,4.78,1,16,0,0,3.62,27,1,1,0,1,1,1,1,0,0,0,1,2,3607,6.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,1.9459101490553132,5.8916442118257715,0.6931471805599453,1.5303947050936475,1.3862943611198906,2.833213344056216,4.02535169073515,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.628517626575055
0.98,1,50.09051,14.40261,2,1.0,1.0,1.0,2,1125,29,269,124,11,4.94,4.98,4.83,0,2,1,0,1.28,26,1,0,1,1,0,1,0,1,0,1,1,2,3540,74.0,1,0.0,0.6931471805599453,0.6931471805599453,0.6830968447064438,0.6931471805599453,4.31748811353631,4.8283137373023015,0.6931471805599453,0.8241754429663494,1.0986122886681098,1.0986122886681098,2.4849066497880004,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.04927007299270073,8.061486866871327
0.93,1,50.0782,14.4148,13,4.0,5.0,6.0,2,1125,6,252,74,9,4.82,4.88,4.64,0,44,0,0,0.76,36,1,1,1,1,1,1,1,1,0,0,1,3,4175,71.0,1,0.0,1.6094379124341003,0.0,0.6575200029167942,1.9459101490553132,4.276666119016055,4.31748811353631,1.791759469228055,0.5653138090500605,2.6390573296152584,3.8066624897703196,2.302585092994046,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,8.937875265329263
1.0,1,50.08369,14.46674,2,1.0,1.0,1.0,1,1125,11,227,216,47,4.96,4.79,4.88,1,6,0,0,2.23,38,1,1,1,1,1,1,1,1,0,0,1,2,4084,11.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,2.4849066497880004,5.37989735354046,0.6931471805599453,1.172482137234565,1.0986122886681098,1.9459101490553132,3.871201010907891,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.609375,7.161622002939187
1.0,1,50.090213775634766,14.432634353637695,6,1.0,3.0,4.0,2,730,15,181,121,28,4.89,4.93,4.83,0,2,0,0,1.25,49,1,1,1,1,1,1,1,0,0,1,1,2,2944,27.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,3.332204510175204,4.804021044733257,1.3862943611198906,0.8109302162163288,1.9459101490553132,1.0986122886681098,3.367295829986474,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,8.20903626577507
0.99,1,50.06173,14.44984,2,1.5,1.0,1.0,2,30,0,123,320,47,4.69,4.5,4.75,0,0,1,0,3.28,57,1,1,1,1,1,1,1,1,0,0,1,2,3415,74.0,1,0.0,0.9162907318741551,0.6931471805599453,0.688134638736401,0.6931471805599453,4.31748811353631,5.771441123130016,0.6931471805599453,1.4539530095937054,1.0986122886681098,0.0,3.871201010907891,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.04927007299270073,6.651571873589727
1.0,1,50.08768,14.42013,5,1.5,2.0,2.0,3,1125,9,68,355,45,4.97,5.0,4.92,0,2,0,0,3.64,53,1,1,1,1,1,1,1,1,0,0,1,2,4348,27.0,1,0.0,0.9162907318741551,0.0,0.6931471805599453,1.0986122886681098,3.332204510175204,5.87493073085203,1.0986122886681098,1.534714366238164,1.791759469228055,1.0986122886681098,3.828641396489095,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.013800182481751825,8.11102783819368
0.98,1,50.07314,14.40752,2,1.0,0.0,2.0,2,1125,20,73,306,30,4.91,4.85,4.85,0,1,0,0,3.14,40,1,1,1,1,1,1,1,1,0,0,0,2,2944,7.0,1,0.0,0.6931471805599453,0.0,0.6830968447064438,1.0986122886681098,2.0794415416798357,5.726847747587197,0.0,1.420695787837223,1.0986122886681098,0.6931471805599453,3.4339872044851463,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.10378649635036497,7.216709486709457
1.0,1,50.06609,14.43065,4,1.0,2.0,3.0,6,32,5,185,211,24,4.97,4.81,4.97,0,1,0,0,2.22,39,1,1,1,1,1,1,1,1,0,0,0,3,3149,14.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,2.70805020110221,5.356586274672012,1.0986122886681098,1.169381359556317,1.6094379124341003,0.6931471805599453,3.2188758248682006,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.10378649635036497,7.147559271189454
1.0,1,50.08055,14.42975,2,1.5,1.0,1.0,2,1125,11,122,419,69,4.99,4.98,4.97,1,1,0,0,4.33,35,1,1,1,1,1,1,1,0,0,0,1,2,5068,6.0,1,0.0,0.9162907318741551,0.0,0.6931471805599453,0.6931471805599453,1.9459101490553132,6.040254711277414,0.6931471805599453,1.673351238177753,1.0986122886681098,0.6931471805599453,4.248495242049359,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.452402451223638
0.99,1,50.06897,14.40144,4,1.0,1.0,2.0,1,1125,6,308,3,0,5.0,5.0,5.0,1,8,0,0,0.03,38,1,1,1,1,1,1,1,1,0,1,1,2,3312,759.0,1,0.0,0.6931471805599453,0.0,0.688134638736401,1.0986122886681098,6.633318433280377,1.3862943611198906,0.6931471805599453,0.0295588022415444,1.6094379124341003,2.1972245773362196,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.04927007299270073,7.1770187659099
1.0,1,50.07033,14.40063,4,1.0,1.0,2.0,1,1124,6,254,295,46,4.95,4.79,4.88,0,1,0,0,3.02,45,1,1,1,1,1,1,1,1,0,0,1,2,3257,6.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,1.9459101490553132,5.69035945432406,0.6931471805599453,1.3912819026309298,1.6094379124341003,0.6931471805599453,3.8501476017100584,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.609375,7.207118856207756
0.8,1,50.117431425681616,14.475425432187306,2,1.5,1.0,2.0,2,1125,20,80,27,4,4.81,4.67,4.56,0,0,2,0,0.28,25,1,1,1,1,1,1,1,1,0,0,0,2,3661,161.0,1,0.0,0.9162907318741551,1.0986122886681098,0.5877866649021191,1.0986122886681098,5.087596335232384,3.332204510175204,0.6931471805599453,0.2468600779315258,1.0986122886681098,0.0,1.6094379124341003,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.012773722627737226,7.026426808699636
1.0,1,50.07741,14.42181,3,1.0,1.0,2.0,2,1125,9,258,285,54,4.83,4.91,4.76,1,1,0,0,2.95,24,1,1,0,1,0,1,0,0,0,1,0,1,3183,2.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,5.655991810819852,0.6931471805599453,1.3737155789130306,1.3862943611198906,0.6931471805599453,4.007333185232471,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.04927007299270073,7.126087273299125
1.0,1,50.10292,14.42661,2,1.0,1.0,0.0,3,90,0,26,198,21,4.9,4.84,4.85,0,1,0,0,2.03,40,1,1,1,1,1,1,0,1,0,0,1,2,3593,74.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,4.31748811353631,5.293304824724492,0.6931471805599453,1.1085626195212777,1.0986122886681098,0.6931471805599453,3.091042453358316,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.609375,7.249215057114389
1.0,1,50.07779,14.43852,2,1.5,1.0,1.0,1,8,4,62,362,93,4.84,4.89,4.83,1,1,4,0,3.76,30,1,1,1,1,1,1,0,1,0,0,0,2,5138,9.0,1,0.0,0.9162907318741551,1.6094379124341003,0.6931471805599453,0.6931471805599453,2.302585092994046,5.8944028342648505,0.6931471805599453,1.5602476682433286,1.0986122886681098,0.6931471805599453,4.543294782270004,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.012773722627737226,6.75110146893676
0.93,1,50.0782,14.4148,13,4.0,5.0,6.0,2,1125,5,260,85,6,4.79,4.89,4.65,0,44,0,0,0.89,37,1,1,1,1,1,1,1,1,0,0,1,3,4175,154.0,1,0.0,1.6094379124341003,0.0,0.6575200029167942,1.9459101490553132,5.043425116919247,4.454347296253507,1.791759469228055,0.636576829071551,2.6390573296152584,3.8066624897703196,1.9459101490553132,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,8.99317889233952
0.93,1,50.0782,14.4148,13,4.0,5.0,6.0,2,1125,9,269,92,6,4.85,4.91,4.69,0,44,0,0,0.95,37,1,1,1,1,1,1,1,1,0,0,1,3,4175,49.0,1,0.0,1.6094379124341003,0.0,0.6575200029167942,1.9459101490553132,3.912023005428146,4.532599493153256,1.791759469228055,0.6678293725756554,2.6390573296152584,3.8066624897703196,1.9459101490553132,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,8.832587702434553
1.0,1,50.07658,14.4294,6,1.0,2.0,3.0,1,1124,3,320,217,41,4.83,4.87,4.78,1,16,0,0,2.22,38,1,1,1,1,1,1,1,1,0,1,0,2,3770,72.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,4.290459441148391,5.384495062789089,1.0986122886681098,1.169381359556317,1.9459101490553132,2.833213344056216,3.7376696182833684,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.01322992700729927,8.462737005620179
0.93,1,50.0782,14.4148,13,4.0,5.0,6.0,2,1125,10,235,215,25,4.85,4.89,4.76,0,44,0,0,2.22,37,1,1,1,1,1,1,1,1,1,0,1,3,4175,68.0,1,0.0,1.6094379124341003,0.0,0.6575200029167942,1.9459101490553132,4.23410650459726,5.375278407684165,1.791759469228055,1.169381359556317,2.6390573296152584,3.8066624897703196,3.258096538021482,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,8.832587702434553
1.0,1,50.08738,14.45356,2,1.0,1.0,2.0,1,365,13,255,9,2,4.0,4.33,4.0,1,0,1,0,0.09,12,1,1,0,0,1,1,0,1,0,0,0,2,3284,40.0,1,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,3.713572066704308,2.302585092994046,0.6931471805599453,0.08617769624105233,1.0986122886681098,0.0,1.0986122886681098,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.04927007299270073,6.934397209928558
1.0,1,50.07659,14.42936,6,1.0,2.0,3.0,1,1124,7,333,180,47,4.89,4.89,4.86,1,16,0,0,1.84,39,1,1,1,1,1,1,1,1,0,1,0,2,3770,70.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,4.2626798770413155,5.198497031265826,1.0986122886681098,1.0438040521731147,1.9459101490553132,2.833213344056216,3.871201010907891,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.01322992700729927,8.462737005620179
1.0,1,50.08876,14.42245,2,1.0,1.0,1.0,2,90,10,113,667,71,4.94,5.0,4.89,1,11,0,0,6.69,39,1,1,1,1,1,1,1,1,0,0,1,2,4233,3.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,6.504288173536645,0.6931471805599453,2.0399207835175526,1.0986122886681098,2.4849066497880004,4.276666119016055,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.629489916393995
1.0,1,50.07656,14.4294,6,1.0,1.0,3.0,3,1124,5,330,67,18,4.94,4.85,4.9,1,16,0,0,0.69,39,1,1,1,1,1,1,1,1,0,1,0,2,3770,101.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,4.624972813284271,4.219507705176107,0.6931471805599453,0.5247285289349821,1.9459101490553132,2.833213344056216,2.9444389791664403,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.01322992700729927,8.428143374582726
1.0,1,50.07656,14.4294,4,1.0,1.0,1.0,1,1124,10,342,53,17,4.83,4.91,4.74,1,16,0,0,0.54,42,1,1,1,1,1,1,1,1,0,1,1,2,3770,84.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,4.442651256490317,3.9889840465642745,0.6931471805599453,0.43178241642553783,1.6094379124341003,2.833213344056216,2.8903717578961645,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.609375,8.295798110636145
1.0,1,50.07658,14.42938,2,1.0,1.0,2.0,1,1124,9,340,121,43,4.79,4.86,4.63,1,16,0,0,1.25,41,1,1,1,1,1,1,1,1,0,1,0,2,3770,84.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,4.442651256490317,4.804021044733257,0.6931471805599453,0.8109302162163288,1.0986122886681098,2.833213344056216,3.784189633918261,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.01322992700729927,8.351610750626559
1.0,1,50.07653,14.4294,2,1.0,1.0,2.0,1,1124,6,331,67,41,4.96,4.84,4.84,1,16,0,0,0.69,40,1,1,1,1,1,1,1,1,0,1,0,2,3770,69.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,4.248495242049359,4.219507705176107,0.6931471805599453,0.5247285289349821,1.0986122886681098,2.833213344056216,3.7376696182833684,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.10378649635036497,8.167068178341237
1.0,1,50.12443,14.49044,6,1.5,3.0,5.0,3,1125,20,278,309,31,4.88,4.73,4.82,1,8,0,0,3.18,35,1,1,1,1,1,1,1,1,0,1,1,3,3339,27.0,1,0.0,0.9162907318741551,0.0,0.6931471805599453,1.791759469228055,3.332204510175204,5.736572297479192,1.3862943611198906,1.430311246536665,1.9459101490553132,2.1972245773362196,3.4657359027997265,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.10378649635036497,7.8567067930958405
1.0,1,50.07725,14.406,2,1.5,1.0,1.0,2,1125,5,288,137,58,4.73,4.85,4.74,1,7,0,0,5.33,42,1,1,1,1,1,1,1,1,0,1,1,2,3286,1.0,1,0.0,0.9162907318741551,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,4.927253685157205,0.6931471805599453,1.8453002361560848,1.0986122886681098,2.0794415416798357,4.07753744390572,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.10378649635036497,6.974478911025045
1.0,1,50.0828,14.43017,4,1.5,0.0,3.0,1,1125,0,0,32,0,4.84,4.97,4.91,0,1,0,0,0.36,19,1,1,0,1,0,1,1,0,0,0,0,2,2936,1678.0,1,0.0,0.9162907318741551,0.0,0.6931471805599453,1.3862943611198906,7.425953657077541,3.4965075614664802,0.0,0.3074846997479606,1.6094379124341003,0.6931471805599453,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.609375,6.937314081223682
1.0,1,50.07911,14.41608,2,1.0,1.0,1.0,3,1125,12,135,307,38,4.76,4.9,4.7,1,1,0,0,3.15,14,1,0,1,1,0,1,1,0,0,0,0,2,2935,21.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,3.091042453358316,5.730099782973574,0.6931471805599453,1.423108334242607,1.0986122886681098,0.6931471805599453,3.6635616461296463,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,6.937314081223682
