host_acceptance_rate,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,num_amenities,amenity_wifi,amenity_kitchen,amenity_air_conditioning,amenity_heating,amenity_washer,amenity_dryer,amenity_tv,amenity_parking,amenity_pool,amenity_pets_allowed,amenity_long_term_stays_allowed,num_host_verifications,host_duration_days,days_since_last_review,has_reviews,calculated_host_listings_count_shared_rooms_log,bathrooms_log,calculated_host_listings_count_private_rooms_log,host_acceptance_rate_log,beds_log,days_since_last_review_log,number_of_reviews_log,bedrooms_log,reviews_per_month_log,accommodates_log,calculated_host_listings_count_entire_homes_log,number_of_reviews_ltm_log,host_response_time_Unknown,host_response_time_days_or_more,host_response_time_within_day,host_response_time_within_hour,host_response_time_within_hours,room_type_Entire_home/apt,room_type_Hotel_room,room_type_Private_room,room_type_Shared_room,neighbourhood_group_Near_Center_East,neighbourhood_group_Near_Center_West_South,neighbourhood_group_New_Town_Vinohrady,neighbourhood_group_North_West_Districts,neighbourhood_group_Old_Town_Center,neighbourhood_group_Outer_Districts,property_type_freq,log_price
1.0,1,50.075405,14.423206,2,1.0,1.0,2.0,1,365,18,235,55,3,4.31,4.69,4.49,1,0,14,0,1.57,19,1,0,1,1,0,1,1,1,0,0,0,3,2375,71.0,1,0.0,0.6931471805599453,2.70805020110221,0.6931471805599453,1.0986122886681098,4.276666119016055,4.02535169073515,0.6931471805599453,0.9439058989071285,1.0986122886681098,0.0,1.3862943611198906,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.04927007299270073,6.883462586413092
1.0,1,50.07617,14.42249,4,1.0,1.0,4.0,1,365,27,243,14,6,4.43,4.86,4.5,1,0,14,0,0.42,18,1,0,1,1,0,1,1,1,0,0,1,3,2375,217.0,1,0.0,0.6931471805599453,2.70805020110221,0.6931471805599453,1.6094379124341003,5.384495062789089,2.70805020110221,0.6931471805599453,0.35065687161316933,1.6094379124341003,0.0,1.9459101490553132,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.04927007299270073,7.424165281042028
1.0,1,50.07646,14.42277,1,1.0,1.0,2.0,1,365,18,235,1,0,5.0,5.0,5.0,1,0,14,0,0.04,18,1,0,1,1,0,1,1,1,0,0,0,3,2375,825.0,1,0.0,0.6931471805599453,2.70805020110221,0.6931471805599453,1.0986122886681098,6.716594773520978,0.6931471805599453,0.6931471805599453,0.039220713153281295,0.6931471805599453,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.04927007299270073,7.040536390215956
0.99,1,50.0799,14.42902,7,1.0,1.0,4.0,2,365,16,24,100,29,4.68,4.92,4.74,1,4,0,0,2.89,33,1,1,1,1,1,1,1,1,0,0,1,2,2270,21.0,1,0.0,0.6931471805599453,0.0,0.688134638736401,1.6094379124341003,3.091042453358316,4.61512051684126,0.6931471805599453,1.358409157630355,2.0794415416798357,1.6094379124341003,3.4011973816621555,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.622174594817622
1.0,1,50.07081,14.395,4,1.5,1.0,2.0,2,365,25,324,19,4,4.47,4.74,4.37,1,16,1,0,0.55,58,1,1,1,1,1,1,1,1,0,1,1,2,1380,71.0,1,0.0,0.9162907318741551,0.6931471805599453,0.6931471805599453,1.0986122886681098,4.276666119016055,2.995732273553991,0.6931471805599453,0.4382549309311553,1.6094379124341003,2.833213344056216,1.6094379124341003,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.10378649635036497,7.2875606403097235
0.67,1,50.08911,14.42758,2,1.0,1.0,1.0,2,365,20,152,47,7,4.83,4.98,4.77,0,3,0,0,1.36,35,1,1,0,1,1,1,1,0,0,0,1,2,1049,84.0,1,0.0,0.6931471805599453,0.0,0.5128236264286637,0.6931471805599453,4.442651256490317,3.871201010907891,0.6931471805599453,0.8586616190375187,1.0986122886681098,1.3862943611198906,2.0794415416798357,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.10378649635036497,7.221835825288449
1.0,1,50.083317,14.422765,6,1.0,2.0,4.0,2,365,30,249,122,44,4.84,4.99,4.83,0,5,0,0,3.58,32,1,1,0,1,1,1,1,1,0,1,0,2,1047,22.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,3.1354942159291497,4.812184355372417,1.0986122886681098,1.5216989981260935,1.9459101490553132,1.791759469228055,3.8066624897703196,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.557472901614746
1.0,1,50.086517,14.431749,11,1.0,4.0,6.0,2,500,27,213,107,30,4.78,4.89,4.74,0,5,0,0,3.12,34,1,1,0,1,1,1,1,0,0,1,0,2,1047,28.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.9459101490553132,3.367295829986474,4.68213122712422,1.6094379124341003,1.415853163361435,2.4849066497880004,1.791759469228055,3.4339872044851463,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.8961806086154915
0.99,1,50.05576,14.45277,3,1.0,1.0,3.0,1,365,28,291,45,24,4.89,4.58,4.82,0,5,0,0,1.45,45,1,1,1,1,1,1,1,1,0,0,1,2,1116,35.0,1,0.0,0.6931471805599453,0.0,0.688134638736401,1.3862943611198906,3.58351893845611,3.828641396489095,0.6931471805599453,0.8960880245566356,1.3862943611198906,1.791759469228055,3.2188758248682006,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0061587591240875915,7.192182058713246
1.0,1,50.07246,14.42996,6,1.5,1.0,3.0,2,365,9,151,119,47,4.87,4.8,4.82,1,17,0,0,3.53,49,1,1,1,1,1,1,1,1,0,1,1,2,2626,2.0,1,0.0,0.9162907318741551,0.0,0.6931471805599453,1.3862943611198906,1.0986122886681098,4.787491742782046,0.6931471805599453,1.5107219394949427,1.9459101490553132,2.8903717578961645,3.871201010907891,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.609375,7.110696122978827
0.95,1,50.08492,14.41238,4,1.0,1.0,4.0,3,365,8,134,130,44,4.78,4.89,4.76,0,14,0,0,3.82,35,1,1,1,1,1,1,1,1,0,0,0,3,5210,20.0,1,0.0,0.6931471805599453,0.0,0.6678293725756554,1.6094379124341003,3.044522437723423,4.875197323201151,0.6931471805599453,1.5727739280625088,1.6094379124341003,2.70805020110221,3.8066624897703196,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.3938782901077555
0.22,1,50.084133,14.420474,16,2.0,4.0,9.0,2,365,30,236,83,0,4.78,4.98,4.73,0,8,0,0,2.4,59,1,1,1,1,1,1,1,1,0,1,1,3,3092,447.0,1,0.0,1.0986122886681098,0.0,0.1988508587451652,2.302585092994046,6.104793232414985,4.430816798843313,1.6094379124341003,1.2237754316221157,2.833213344056216,2.1972245773362196,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.10378649635036497,9.49589518341179
0.99,1,50.05448,14.45228,2,1.0,1.0,1.0,1,365,22,282,51,33,4.92,4.55,4.71,1,5,0,0,1.51,45,1,1,1,1,1,1,1,1,0,0,1,2,1116,48.0,1,0.0,0.6931471805599453,0.0,0.688134638736401,0.6931471805599453,3.8918202981106265,3.9512437185814275,0.6931471805599453,0.9202827531436926,1.0986122886681098,1.791759469228055,3.5263605246161616,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0061587591240875915,7.192182058713246
1.0,1,50.0762,14.42256,4,1.0,1.0,4.0,1,365,27,243,0,0,4.83,4.87,4.78,1,0,14,0,0.0,16,1,0,1,1,0,1,1,1,0,0,0,3,2375,9999.0,0,0.0,0.6931471805599453,2.70805020110221,0.6931471805599453,1.6094379124341003,9.210340371976184,0.0,0.6931471805599453,0.0,1.6094379124341003,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.04927007299270073,7.6577552711348655
0.99,1,50.07796,14.42863,4,1.0,1.0,3.0,2,365,12,18,61,8,4.66,4.95,4.7,1,4,0,0,1.75,32,1,1,1,1,1,1,1,1,0,0,1,2,2270,196.0,1,0.0,0.6931471805599453,0.0,0.688134638736401,1.3862943611198906,5.2832037287379885,4.127134385045092,0.6931471805599453,1.0116009116784799,1.6094379124341003,1.6094379124341003,2.1972245773362196,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.278628942320682
1.0,1,50.06406,14.42323,2,1.5,1.0,1.0,2,365,9,49,223,61,4.9,4.77,4.76,0,6,0,0,6.39,27,1,1,0,1,0,1,1,1,0,0,1,2,3396,2.0,1,0.0,0.9162907318741551,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,5.4116460518550396,0.6931471805599453,2.0001277349601105,1.0986122886681098,1.9459101490553132,4.127134385045092,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.609375,6.779921907472252
0.6,1,50.07,14.43481,4,1.0,1.0,1.0,25,1125,23,127,3,3,4.67,5.0,4.67,0,1,0,0,0.29,13,1,1,1,0,1,0,1,0,0,0,0,3,3436,73.0,1,0.0,0.6931471805599453,0.0,0.4700036292457355,0.6931471805599453,4.30406509320417,1.3862943611198906,0.6931471805599453,0.25464221837358075,1.6094379124341003,0.6931471805599453,1.3862943611198906,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.10378649635036497,7.824445930877619
1.0,1,50.090645,14.44055,6,1.5,2.0,3.0,3,1125,16,230,51,24,4.88,4.9,4.76,1,7,0,0,1.46,45,1,1,1,1,1,1,1,0,0,1,1,2,4064,21.0,1,0.0,0.9162907318741551,0.0,0.6931471805599453,1.3862943611198906,3.091042453358316,3.9512437185814275,1.0986122886681098,0.9001613499442714,1.9459101490553132,2.0794415416798357,3.2188758248682006,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.609375,7.512071245835466
1.0,1,50.06735,14.43198,4,1.0,1.0,4.0,3,60,6,97,64,12,4.88,4.7,4.84,1,3,0,0,1.81,56,1,1,1,1,1,1,1,1,0,0,0,2,1062,70.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,4.2626798770413155,4.174387269895637,0.6931471805599453,1.0331844833456545,1.6094379124341003,1.3862943611198906,2.5649493574615367,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.10378649635036497,7.726212650507529
1.0,1,50.09272,14.42086,2,3.0,1.0,1.0,1,1125,12,310,32,6,4.97,4.94,4.81,1,8,2,0,0.91,53,1,1,1,1,1,1,1,1,0,0,0,3,3180,114.0,1,0.0,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.6931471805599453,4.74493212836325,3.4965075614664802,0.6931471805599453,0.6471032420585385,1.0986122886681098,2.1972245773362196,1.9459101490553132,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.012773722627737226,7.21890970761906
0.99,1,50.08951,14.37225,3,1.0,0.0,2.0,2,365,23,180,16,0,4.56,4.13,4.19,0,21,9,0,0.47,23,1,0,0,1,0,1,1,1,0,0,1,2,5117,366.0,1,0.0,0.6931471805599453,2.302585092994046,0.688134638736401,1.0986122886681098,5.905361848054571,2.833213344056216,0.0,0.3852624007906449,1.3862943611198906,3.091042453358316,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.010150547445255474,7.16703787691222
0.99,1,50.05418,14.45122,3,1.0,1.0,2.0,1,365,28,289,84,44,4.9,4.82,4.78,1,5,0,0,2.56,45,1,1,1,1,1,1,1,1,0,0,1,2,1116,35.0,1,0.0,0.6931471805599453,0.0,0.688134638736401,1.0986122886681098,3.58351893845611,4.442651256490317,0.6931471805599453,1.269760544863939,1.3862943611198906,1.791759469228055,3.8066624897703196,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0061587591240875915,7.238496840894365
0.99,1,50.05604,14.45231,2,1.0,1.0,1.0,1,365,20,276,40,27,4.98,4.75,4.93,1,5,0,0,1.42,36,1,1,1,1,1,1,1,1,0,0,1,2,1116,35.0,1,0.0,0.6931471805599453,0.0,0.688134638736401,0.6931471805599453,3.58351893845611,3.713572066704308,0.6931471805599453,0.883767540168595,1.0986122886681098,1.791759469228055,3.332204510175204,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0061587591240875915,7.1284959456800365
1.0,1,50.08919,14.43353,5,1.0,2.0,3.0,2,1125,16,307,157,47,4.89,4.9,4.81,1,18,0,0,4.54,51,1,1,1,1,1,1,1,1,0,1,1,3,4534,21.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,3.091042453358316,5.062595033026967,1.0986122886681098,1.7119945007591924,1.791759469228055,2.9444389791664403,3.871201010907891,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.10378649635036497,7.689828668736484
1.0,1,50.0887,14.40907,2,1.0,1.0,1.0,3,365,4,296,158,66,4.8,4.96,4.79,1,10,0,0,5.45,25,1,1,1,1,1,1,0,1,0,0,0,1,1835,19.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,2.995732273553991,5.0689042022202315,0.6931471805599453,1.864080130807681,1.0986122886681098,2.3978952727983707,4.204692619390966,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.10378649635036497,7.254177846456518
1.0,1,50.05779,14.37659,2,1.0,1.0,1.0,1,90,0,154,20,1,4.3,4.2,4.4,0,1,0,0,0.58,33,1,1,1,1,0,1,0,0,0,0,0,2,3008,76.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,4.343805421853684,3.044522437723423,0.6931471805599453,0.4574248470388754,1.0986122886681098,0.6931471805599453,0.6931471805599453,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.10378649635036497,7.085901464365611
0.99,1,50.08769,14.37107,4,1.0,2.0,3.0,3,365,23,170,28,3,4.57,4.61,4.57,0,21,9,0,0.82,24,1,0,1,1,0,1,1,1,0,0,1,2,5117,78.0,1,0.0,0.6931471805599453,2.302585092994046,0.688134638736401,1.3862943611198906,4.3694478524670215,3.367295829986474,1.0986122886681098,0.598836501088704,1.6094379124341003,3.091042453358316,1.3862943611198906,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.010150547445255474,7.292337176173877
0.99,1,50.08954,14.37234,4,1.0,2.0,3.0,2,365,21,151,31,1,4.45,4.42,4.42,0,21,9,0,0.89,22,1,0,0,1,0,1,1,1,0,0,1,2,5117,287.0,1,0.0,0.6931471805599453,2.302585092994046,0.688134638736401,1.3862943611198906,5.662960480135946,3.4657359027997265,1.0986122886681098,0.636576829071551,1.6094379124341003,3.091042453358316,0.6931471805599453,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.010150547445255474,7.1098794630722715
0.99,1,50.08895,14.37281,4,1.0,2.0,3.0,2,365,23,249,29,4,4.62,4.17,4.31,0,21,9,0,0.89,26,1,0,1,1,0,1,1,1,0,1,1,2,5117,84.0,1,0.0,0.6931471805599453,2.302585092994046,0.688134638736401,1.3862943611198906,4.442651256490317,3.4011973816621555,1.0986122886681098,0.636576829071551,1.6094379124341003,3.091042453358316,1.6094379124341003,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.010150547445255474,7.425953657077541
0.99,1,50.08945,14.37073,3,1.0,0.0,2.0,2,365,23,177,30,0,4.43,4.23,4.3,0,21,9,0,0.86,24,1,0,0,1,0,1,1,1,0,1,1,2,5117,498.0,1,0.0,0.6931471805599453,2.302585092994046,0.688134638736401,1.0986122886681098,6.212606095751519,3.4339872044851463,0.0,0.6205764877251099,1.3862943611198906,3.091042453358316,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.010150547445255474,7.0925737159746784
1.0,1,50.076782,14.416426,6,1.0,2.0,3.0,2,1125,4,286,136,49,4.71,4.93,4.7,1,1,0,0,4.01,46,1,1,1,1,1,1,1,1,0,0,1,2,3711,13.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,2.6390573296152584,4.919980925828125,1.0986122886681098,1.6114359150967734,1.9459101490553132,0.6931471805599453,3.912023005428146,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.10378649635036497,7.5652752818989315
0.97,1,50.079536,14.425467,7,1.0,1.0,3.0,2,60,11,22,112,36,4.6,4.88,4.65,1,2,0,0,3.27,47,1,1,1,1,1,1,1,0,0,0,0,2,1039,49.0,1,0.0,0.6931471805599453,0.0,0.6780335427498971,1.3862943611198906,3.912023005428146,4.727387818712341,0.6931471805599453,1.4516138272405332,2.0794415416798357,1.0986122886681098,3.6109179126442243,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.10378649635036497,7.513709247839705
1.0,1,50.08237,14.43153,4,1.0,1.0,2.0,1,365,20,64,186,37,4.82,4.91,4.81,1,101,0,0,5.37,20,1,1,1,1,1,1,1,1,0,0,1,2,5303,19.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,2.995732273553991,5.231108616854587,0.6931471805599453,1.851599469584072,1.6094379124341003,4.624972813284271,3.6375861597263857,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.08405565693430657,7.288927694521257
0.22,1,50.084133,14.420484,16,2.0,4.0,9.0,2,365,30,254,60,0,4.78,4.98,4.62,0,8,0,0,1.74,59,1,1,1,1,1,1,1,1,0,1,1,3,3092,439.0,1,0.0,1.0986122886681098,0.0,0.1988508587451652,2.302585092994046,6.0867747269123065,4.110873864173311,1.6094379124341003,1.007957920399979,2.833213344056216,2.1972245773362196,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.10378649635036497,9.49589518341179
1.0,1,50.07105,14.43301,10,3.0,3.0,4.0,2,30,5,165,89,36,4.79,4.84,4.73,1,2,0,0,2.76,60,1,1,1,1,1,1,1,1,0,1,1,2,3275,23.0,1,0.0,1.3862943611198906,0.0,0.6931471805599453,1.6094379124341003,3.1780538303479458,4.499809670330265,1.3862943611198906,1.324418957401803,2.3978952727983707,1.0986122886681098,3.6109179126442243,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.08405565693430657,8.148445666243235
0.95,1,50.08856,14.58317,5,1.0,2.0,4.0,1,28,12,186,12,6,4.67,4.83,4.25,1,20,0,0,0.35,16,1,1,1,1,0,0,0,1,1,0,0,2,2644,147.0,1,0.0,0.6931471805599453,0.0,0.6678293725756554,1.6094379124341003,4.997212273764115,2.5649493574615367,1.0986122886681098,0.30010459245033805,1.791759469228055,3.044522437723423,1.9459101490553132,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.01322992700729927,7.933079771880415
0.95,1,50.152601,14.450172,4,1.0,2.0,4.0,1,28,14,204,7,1,4.43,4.71,4.43,1,20,0,0,0.31,16,1,1,1,1,0,0,0,1,1,0,0,2,2644,292.0,1,0.0,0.6931471805599453,0.0,0.6678293725756554,1.6094379124341003,5.680172609017068,2.0794415416798357,1.0986122886681098,0.27002713721306015,1.6094379124341003,3.044522437723423,0.6931471805599453,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.01322992700729927,7.838737559599282
1.0,1,50.08805465698242,14.422967910766602,3,1.0,2.0,3.0,3,90,16,161,42,8,4.86,4.9,4.83,0,6,0,0,1.26,42,1,1,1,1,1,1,1,1,0,0,0,2,1168,161.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,5.087596335232384,3.7612001156935624,1.0986122886681098,0.8153648132841945,1.3862943611198906,1.9459101490553132,2.1972245773362196,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.08405565693430657,8.18757739559151
1.0,1,50.08749,14.42364,6,1.0,2.0,2.0,2,365,20,350,178,62,4.76,4.85,4.73,1,6,0,0,5.16,34,1,1,1,1,1,1,1,0,0,0,1,2,3085,14.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,2.70805020110221,5.187385805840755,1.0986122886681098,1.8180767775454285,1.9459101490553132,1.9459101490553132,4.143134726391533,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.10378649635036497,7.741533589281828
0.0,1,50.04738,14.44473,2,1.0,1.0,1.0,4,30,0,230,11,0,4.82,4.64,4.82,0,1,0,0,0.32,5,1,1,1,0,0,0,1,0,0,1,0,2,1042,804.0,1,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,6.690842277418564,2.4849066497880004,0.6931471805599453,0.2776317365982795,1.0986122886681098,0.6931471805599453,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.10378649635036497,7.103322062526113
0.99,1,50.07683,14.43666,4,1.0,2.0,3.0,1,30,0,0,140,51,4.86,4.9,4.84,0,74,0,0,4.06,26,1,1,0,1,1,1,1,1,0,0,0,3,4385,8.0,1,0.0,0.6931471805599453,0.0,0.688134638736401,1.3862943611198906,2.1972245773362196,4.948759890378168,1.0986122886681098,1.6213664832993742,1.6094379124341003,4.31748811353631,3.9512437185814275,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.609375,7.5688956634069955
1.0,1,50.138813,14.518432,2,1.5,1.0,2.0,2,365,0,62,19,7,4.79,4.89,4.84,0,1,0,0,0.56,19,1,1,1,1,1,1,1,0,0,0,0,2,1034,161.0,1,0.0,0.9162907318741551,0.0,0.6931471805599453,1.0986122886681098,5.087596335232384,2.995732273553991,0.6931471805599453,0.44468582126144574,1.0986122886681098,0.6931471805599453,2.0794415416798357,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.10378649635036497,7.534228326274089
1.0,1,50.0898,14.42874,3,1.0,0.0,2.0,3,90,12,119,107,38,4.62,4.91,4.63,1,79,6,0,3.13,33,1,1,1,1,1,1,1,0,0,0,1,2,4683,6.0,1,0.0,0.6931471805599453,1.9459101490553132,0.6931471805599453,1.0986122886681098,1.9459101490553132,4.68213122712422,0.0,1.4182774069729414,1.3862943611198906,4.382026634673881,3.6635616461296463,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,6.917705609835305
1.0,1,50.006977,14.455318,4,1.0,1.0,2.0,3,50,0,7,17,12,4.88,4.82,4.88,0,1,0,0,0.5,46,1,1,1,1,1,1,1,1,0,0,1,2,3861,73.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,4.30406509320417,2.8903717578961645,0.6931471805599453,0.4054651081081644,1.6094379124341003,0.6931471805599453,2.5649493574615367,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.10378649635036497,7.208600337960199
1.0,1,50.06881,14.437868,4,1.0,2.0,2.0,1,31,21,300,140,52,4.77,4.66,4.79,0,1,0,0,4.1,46,1,1,1,1,1,1,1,1,0,0,1,2,3378,21.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,3.091042453358316,4.948759890378168,1.0986122886681098,1.62924053973028,1.6094379124341003,0.6931471805599453,3.970291913552122,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.10378649635036497,7.484368643286131
1.0,1,50.079498,14.427479,5,2.5,2.0,2.0,2,365,13,292,130,43,4.94,4.78,4.86,1,1,0,0,3.81,35,1,1,0,1,1,1,1,0,0,0,0,2,1033,6.0,1,0.0,1.252762968495368,0.0,0.6931471805599453,1.0986122886681098,1.9459101490553132,4.875197323201151,1.0986122886681098,1.5706970841176697,1.791759469228055,0.6931471805599453,3.784189633918261,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.738488122494646
1.0,1,50.07125,14.38682,4,1.0,0.0,2.0,1,1125,17,186,53,22,4.81,4.55,4.66,1,45,0,0,1.67,41,1,1,1,1,1,1,1,0,0,0,1,2,4936,13.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,2.6390573296152584,3.9889840465642745,0.0,0.9820784724121582,1.6094379124341003,3.828641396489095,3.1354942159291497,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.08405565693430657,7.280697195384741
0.98,1,50.07785,14.42857,2,1.0,1.0,1.0,1,365,6,6,24,3,4.96,4.92,4.88,1,11,0,0,0.71,19,1,1,1,1,1,1,1,0,0,1,0,2,1053,20.0,1,0.0,0.6931471805599453,0.0,0.6830968447064438,0.6931471805599453,3.044522437723423,3.2188758248682006,0.6931471805599453,0.5364933705145685,1.0986122886681098,2.4849066497880004,1.3862943611198906,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.08405565693430657,7.351158226430694
1.0,1,50.091301,14.427908,5,1.5,2.0,3.0,3,365,4,312,189,57,4.82,4.94,4.77,1,15,0,0,5.58,48,1,1,1,1,1,1,1,1,0,0,1,2,4135,31.0,1,0.0,0.9162907318741551,0.0,0.6931471805599453,1.3862943611198906,3.4657359027997265,5.247024072160486,1.0986122886681098,1.884034745337226,1.791759469228055,2.772588722239781,4.060443010546419,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.565793282428515
1.0,1,50.07995,14.41821,4,1.0,0.0,2.0,1,1125,6,233,148,63,4.92,4.95,4.9,0,41,0,0,4.38,25,1,1,1,1,1,1,1,0,0,0,1,2,2565,16.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,2.833213344056216,5.003946305945459,0.0,1.682688374173693,1.6094379124341003,3.7376696182833684,4.1588830833596715,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.332369205929062
1.0,1,50.09179,14.4276,2,1.0,0.0,1.0,3,90,6,129,60,33,4.65,4.88,4.6,1,79,6,0,1.75,35,1,1,1,1,1,1,1,0,0,0,1,2,4683,13.0,1,0.0,0.6931471805599453,1.9459101490553132,0.6931471805599453,0.6931471805599453,2.6390573296152584,4.110873864173311,0.0,1.0116009116784799,1.0986122886681098,4.382026634673881,3.5263605246161616,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,6.78897174299217
1.0,1,50.08979,14.42942,3,1.0,0.0,2.0,3,90,29,155,18,9,3.94,4.72,3.94,1,79,6,0,0.52,34,1,1,1,1,1,1,1,0,0,0,1,2,4683,28.0,1,0.0,0.6931471805599453,1.9459101490553132,0.6931471805599453,1.0986122886681098,3.367295829986474,2.9444389791664403,0.0,0.41871033485818504,1.3862943611198906,4.382026634673881,2.302585092994046,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.133295954896068
0.22,1,50.084133,14.420512,11,2.0,2.0,6.0,2,365,30,258,1,0,5.0,5.0,5.0,0,8,0,0,0.03,56,1,1,1,1,1,1,1,1,0,1,1,3,3092,1001.0,1,0.0,1.0986122886681098,0.0,0.1988508587451652,1.9459101490553132,6.90975328164481,0.6931471805599453,1.0986122886681098,0.0295588022415444,2.4849066497880004,2.1972245773362196,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.10378649635036497,9.11866358340428
1.0,1,50.09071,14.42388,2,1.0,1.0,1.0,2,180,12,91,73,31,4.73,5.0,4.88,1,4,0,0,2.13,41,1,1,1,1,1,1,1,0,0,0,1,3,4193,14.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,2.70805020110221,4.30406509320417,0.6931471805599453,1.1410330045520618,1.0986122886681098,1.6094379124341003,3.4657359027997265,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.10378649635036497,7.186901020411631
0.97,1,50.07842,14.42569,10,2.0,2.0,5.0,2,360,22,115,7,4,4.86,4.86,4.43,0,2,0,0,0.21,41,1,1,0,1,1,1,1,0,0,0,0,2,1039,132.0,1,0.0,1.0986122886681098,0.0,0.6780335427498971,1.791759469228055,4.890349128221754,2.0794415416798357,1.0986122886681098,0.1906203596086497,2.3978952727983707,1.0986122886681098,1.6094379124341003,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.10378649635036497,8.497194544909547
