id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3884,Rental unit in Prague · 1 bedroom · 2 beds · 1.5 baths,3128,Regina,,Praha 1,50.08411,14.43047,Entire home/apt,1396,5,2,2012-07-13,0.01,1,0,0,
23163,Rental unit in Prague · ★4.92 · 1 bedroom · 2 beds · 1 bath,5282,Klara,,Praha 1,50.08229,14.41552,Entire home/apt,3217,1,27,2023-03-20,0.17,73,4,6,
23169,Rental unit in Prague · ★4.71 · 1 bedroom · 2 beds · 1 bath,5282,Klara,,Praha 1,50.0883,14.42272,Entire home/apt,2484,1,107,2023-06-18,0.67,73,9,18,
26755,Rental unit in Prague · ★4.94 · 1 bedroom · 2 beds · 1.5 baths,113902,Daniel+Bea,,Praha 1,50.08729,14.43179,Entire home/apt,2805,3,314,2023-06-15,3.18,3,82,57,
30762,Serviced apartment in Prague · ★4.71 · 2 bedrooms · 3 beds · 1 bath,5282,Klara,,Praha 1,50.08821,14.42623,Entire home/apt,4792,1,14,2023-05-21,0.09,73,11,2,
42514,Rental unit in Prague · ★4.76 · 1 bedroom · 2 beds · 1 bath,185641,Victoria,,Praha 1,50.08228,14.41345,Entire home/apt,2957,7,333,2023-04-30,2.13,1,362,7,
52148,Rental unit in Prague · ★4.54 · 1 bedroom · 4 beds · 1 bath,227945,Alex And Kate,,Praha 2,50.06996574291571,14.430666050424191,Entire home/apt,1527,1,169,2023-06-20,1.10,93,19,37,
55844,Rental unit in Prague · ★4.52 · 1 bedroom · 2 beds · 1 bath,227945,Alex And Kate,,Praha 2,50.07795,14.43388,Entire home/apt,1108,2,391,2023-06-22,2.54,93,19,51,
55856,Rental unit in Prague · ★4.57 · 1 bedroom · 2 beds · 1 bath,227945,Alex And Kate,,Praha 2,50.07617,14.43308,Entire home/apt,1173,2,306,2023-06-07,1.98,93,13,63,
70003,Rental unit in Prague · ★4.43 · 1 bedroom · 2 beds · 1 bath,227945,Alex And Kate,,Praha 3,50.08557,14.45098,Entire home/apt,1068,2,199,2023-06-19,1.34,93,10,38,
75298,Rental unit in Prague · ★4.75 · 1 bedroom · 1 bed · 1 bath,398991,Emanuele,,Praha 1,50.092285,14.4329,Entire home/apt,1724,3,34,2023-06-21,0.41,2,345,10,
76254,Tiny home in Prague · ★4.55 · 1 bedroom · 2 beds · 1.5 baths,406700,Rena,,Praha 2,50.06996,14.43516,Entire home/apt,912,2,160,2023-04-12,1.10,1,209,15,
79373,Rental unit in Prague · ★4.68 · 1 bedroom · 2 beds · 1 bath,5282,Klara,,Praha 1,50.08844,14.42424,Entire home/apt,2484,1,48,2023-05-10,0.32,73,0,7,
79381,Rental unit in Prague · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,5282,Klara,,Praha 1,50.08943,14.42373,Entire home/apt,2484,1,15,2023-04-30,0.10,73,0,1,
79387,Rental unit in Prague · ★4.88 · 1 bedroom · 2 beds · 1 bath,5282,Klara,,Praha 1,50.08943,14.42373,Entire home/apt,2737,1,26,2023-05-07,0.18,73,16,8,
83067,Rental unit in Prague · ★4.54 · 1 bedroom · 4 beds · 1 bath,315332,Lubos & Marta,,Praha 1,50.08409,14.41352,Entire home/apt,2781,3,189,2023-06-04,1.29,14,88,4,
83855,Rental unit in Prague · ★4.57 · 1 bedroom · 3 beds · 1 bath,315332,Lubos & Marta,,Praha 1,50.08409,14.41352,Entire home/apt,2673,3,215,2020-09-28,1.60,14,96,0,
83856,Rental unit in Prague · ★4.62 · 1 bedroom · 3 beds · 1 bath,315332,Lubos & Marta,,Praha 1,50.08385,14.41463,Entire home/apt,3390,3,353,2023-06-09,2.38,14,79,65,
85790,Rental unit in Prague · ★4.59 · 3 bedrooms · 12 beds · 1.5 baths,383698,Viktor,,Praha 1,50.07744,14.4141,Entire home/apt,4150,1,109,2023-06-09,0.76,8,286,26,
85884,Rental unit in Prague · ★4.86 · 1 bedroom · 1 bed · 1.5 shared baths,423259,Zsofia,,Praha 7,50.10175,14.43304,Private room,667,30,61,2022-12-31,0.43,15,81,2,
98852,Rental unit in Prague · ★4.74 · 1 bedroom · 1 bed · 1 bath,517329,Teresa,,Praha 1,50.08588,14.42145,Entire home/apt,1896,2,566,2023-06-21,3.82,1,180,43,
106207,Rental unit in Prague · ★4.59 · 1 bedroom · 2 beds · 1 bath,227945,Alex And Kate,,Praha 3,50.08766,14.451,Entire home/apt,923,2,265,2023-06-14,1.82,93,5,54,
109549,Condo in Prague · ★4.79 · 2 bedrooms · 2 beds · 1 bath,565267,Tana,,Praha 1,50.09104,14.42533,Entire home/apt,4157,4,168,2023-06-10,1.16,2,267,6,
111141,Rental unit in Prague · ★4.48 · 1 bedroom · 2 beds · 1 bath,227945,Alex And Kate,,Praha 3,50.08589,14.45203,Entire home/apt,1088,2,216,2023-06-16,1.49,93,16,37,
112281,Rental unit in Prague · ★4.59 · 1 bedroom · 2 beds · 0 baths,227945,Alex And Kate,,Praha 1,50.07905,14.42732,Entire home/apt,2163,2,245,2023-06-18,1.71,93,10,24,
117451,Loft in Prague · ★4.69 · 1 bedroom · 2 beds · 1 bath,546587,Kristina,,Praha 5,50.06625,14.40245,Entire home/apt,1933,1,297,2023-06-04,2.13,2,144,5,
146690,Rental unit in Prague · ★4.91 · 2 bedrooms · 6 beds · 1 bath,589265,Jan,,Praha 3,50.08529,14.44532,Entire home/apt,2034,6,363,2023-06-12,2.48,2,95,34,
167878,Rental unit in Praha 8 · 2 bedrooms · 2 beds · 1 bath,800205,Peter,,Praha 8,50.10546,14.4707,Entire home/apt,4494,10,1,2018-04-22,0.02,1,88,0,
173114,Condo in Prague · ★4.66 · 1 bedroom · 1 bed · 1 bath,826315,Idan & Marta,,Praha 1,50.09024,14.4248,Entire home/apt,2149,4,340,2022-01-02,2.35,1,316,0,
176243,Rental unit in Prague · ★4.63 · 3 bedrooms · 4 beds · 1 bath,838198,Michael,,Praha 1,50.08875,14.42211,Entire home/apt,4349,4,395,2023-06-13,2.84,48,29,52,
181641,Rental unit in Prague 1 - Old Town · ★4.19 · 1 bedroom · 1 bed · 1 bath,870664,Jan,,Praha 1,50.08685,14.41432,Entire home/apt,1183,2,185,2020-01-26,1.34,9,30,0,
181951,Rental unit in Prague · ★4.05 · 1 bedroom · 2 beds · 1 bath,870664,Jan,,Praha 1,50.08267,14.42895,Entire home/apt,1135,2,134,2023-05-22,0.94,9,24,12,
182072,Condo in Prague · ★4.22 · 1 bedroom · 3 beds · 1 bath,870664,Jan,,Praha 3,50.0795,14.44812,Entire home/apt,1703,2,32,2023-06-06,0.22,9,27,4,
182772,Rental unit in Prague · ★4.61 · 1 bedroom · 2 beds · 1 bath,315332,Lubos & Marta,,Praha 1,50.08354,14.41276,Entire home/apt,3018,3,161,2023-05-30,1.12,14,87,47,
183338,Rental unit in Prague · ★4.77 · 1 bedroom · 3 beds · 1 bath,850917,Slavomir,,Praha 1,50.0792350769043,14.429807662963867,Entire home/apt,1408,2,234,2023-06-22,1.76,2,250,50,
186750,Rental unit in Prague · ★4.76 · 1 bedroom · 2 beds · 1 bath,783726,Mathieu,,Praha 3,50.08499,14.45316,Entire home/apt,2229,3,524,2023-06-18,3.94,3,63,49,
190423,Rental unit in Prague · ★4.66 · 2 bedrooms · 5 beds · 1 bath,955586,Eric,,Praha 5,50.07942,14.4054,Entire home/apt,21739,1,30,2019-12-27,0.22,11,0,0,
191254,Rental unit in Prague · ★4.72 · 2 bedrooms · 4 beds · 1 bath,227945,Alex And Kate,,Praha 1,50.08136,14.41477,Entire home/apt,2653,2,328,2023-06-18,2.28,93,13,17,
191474,Rental unit in Prague · ★4.59 · 1 bedroom · 3 beds · 1 bath,333807,Marco,,Praha 1,50.09124,14.42863,Entire home/apt,3406,2,34,2023-05-09,0.24,11,319,4,
191547,Rental unit in Prague · ★4.65 · 2 bedrooms · 2 beds · 2 baths,333807,Marco,,Praha 1,50.09124,14.42863,Entire home/apt,4092,2,44,2023-05-31,0.31,11,309,4,
191554,Rental unit in Prague · ★4.27 · 1 bedroom · 1 bed · 1 bath,333807,Marco,,Praha 1,50.09124,14.42863,Entire home/apt,2099,2,49,2023-03-30,0.34,11,303,7,
199947,Rental unit in Prague 01 · ★4.62 · 3 bedrooms · 7 beds · 2 baths,955586,Eric,,Praha 1,50.080511866766244,14.420989570206713,Entire home/apt,12395,1,132,2023-05-29,0.93,11,1,3,
201908,Rental unit in Prague · ★4.50 · 1 bedroom · 1 bed · 1 bath,955586,Eric,,Praha 5,50.08033,14.40353,Entire home/apt,10668,1,30,2019-12-24,0.21,11,0,0,
202545,Rental unit in Prague · ★4.56 · 2 bedrooms · 6 beds · 1 bath,955586,Eric,,Praha 5,50.07912,14.40417,Entire home/apt,22993,1,40,2020-01-02,0.28,11,0,0,
208007,Rental unit in Prague · ★4.47 · 2 bedrooms · 7 beds · 1 bath,383698,Viktor,,Praha 1,50.07687,14.41414,Entire home/apt,3879,1,131,2023-06-03,0.93,8,333,16,
215576,Rental unit in Prague · ★4.47 · 1 bedroom · 2 beds · 1 bath,955586,Eric,,Praha 5,50.07882,14.4054,Entire home/apt,10574,1,43,2020-02-11,0.35,11,0,0,
215583,Rental unit in Prague · ★4.76 · 2 bedrooms · 6 beds · 1 bath,955586,Eric,,Praha 1,50.08078,14.40354,Entire home/apt,22354,1,38,2020-01-20,0.27,11,0,0,
215586,Rental unit in Prague · ★4.61 · 3 bedrooms · 7 beds · 1 bath,955586,Eric,,Praha 5,50.07902,14.40382,Entire home/apt,33543,1,23,2020-01-07,0.19,11,0,0,
220569,Rental unit in Prague · ★4.08 · 1 bedroom · 3 beds · 1 bath,870664,Jan,,Praha 1,50.09149,14.4341,Entire home/apt,1892,2,75,2023-06-06,0.52,9,33,18,
222299,Rental unit in Prague · ★4.04 · 1 bedroom · 4 beds · 1 bath,870664,Jan,,Praha 2,50.07343,14.43098,Entire home/apt,899,2,315,2023-05-21,2.21,9,15,18,
224457,Rental unit in Prague · ★4.56 · 2 bedrooms · 6 beds · 1 bath,1167278,Jane And George,,Praha 1,50.08737,14.41071,Entire home/apt,2889,2,251,2023-06-06,1.75,3,22,7,
247267,Rental unit in Prague · ★4.81 · 1 bedroom · 4 beds · 1 bath,113902,Daniel+Bea,,Praha 1,50.08704,14.43397,Entire home/apt,1938,3,445,2023-06-08,3.14,3,30,52,
254484,Rental unit in Prague · ★4.78 · 1 bedroom · 2 beds · 1 bath,1336827,Hana,,Praha 1,50.086,14.40397,Entire home/apt,2077,2,256,2023-05-14,1.83,2,286,3,
278524,Rental unit in Prague · ★4.49 · 4 bedrooms · 15 beds · 2 baths,383698,Viktor,,Praha 1,50.08118,14.41882,Entire home/apt,5856,1,215,2023-06-04,1.62,8,295,24,
279773,Rental unit in Prague · ★4.67 · 1 bedroom · 1 bed · 1 bath,843497,Frantisek,,Praha 1,50.08915,14.4186,Entire home/apt,2105,2,469,2023-06-22,3.49,2,289,76,
287716,Rental unit in Prague · ★4.96 · 2 bedrooms · 3 beds · 2.5 baths,5282,Klara,,Praha 1,50.08229,14.41552,Entire home/apt,5701,1,27,2023-06-20,0.22,73,4,4,
287727,Serviced apartment in Prague · ★4.92 · 1 bedroom · 2 beds · 1 bath,5282,Klara,,Praha 1,50.08821,14.42623,Entire home/apt,3217,1,12,2023-04-09,0.10,73,0,2,
287734,Serviced apartment in Prague · ★4.92 · 3 bedrooms · 4 beds · 2 baths,5282,Klara,,Praha 1,50.08821,14.42623,Entire home/apt,7117,1,24,2023-06-19,0.23,73,11,4,
300620,Loft in Prague · ★4.80 · 2 bedrooms · 2 beds · 1 bath,1548689,Josef,,Praha 17,50.06858,14.31801,Entire home/apt,1947,2,21,2019-12-30,0.17,1,237,0,
302265,Aparthotel in Prague · ★4.80 · 1 bedroom · 2 beds · 1 private bath,1556914,Eugenia,,Praha 2,50.07417,14.42633,Hotel room,2855,2,12,2022-09-04,0.10,5,339,3,
304027,Bed and breakfast in Prague · ★4.56 · 1 bedroom · 6 beds · 8 shared baths,1564885,Artharmony,,Praha 2,50.07472,14.4226,Shared room,757,2,240,2023-05-16,1.83,4,344,4,
318204,Rental unit in Prague · ★4.57 · 1 bedroom · 1 bed · 1 bath,1629431,Alex & Natalia,,Praha 2,50.07306,14.4311,Entire home/apt,1470,2,204,2023-06-07,1.49,18,313,51,
320262,Rental unit in Prague · ★4.49 · 1 bedroom · 1 bed · 1 bath,1629431,Alex & Natalia,,Praha 2,50.07396,14.43007,Entire home/apt,1521,2,256,2023-06-08,1.90,18,317,54,
324586,Rental unit in Prague · ★4.90 · 2 bedrooms · 2 beds · 1.5 baths,1660663,Rached,,Praha 1,50.09227,14.43225,Entire home/apt,6319,3,74,2023-05-21,0.56,8,318,6,
342582,Rental unit in Prague · ★4.20 · 2 bedrooms · 2 beds · 1.5 baths,870664,Jan,,Praha 1,50.08616,14.43562,Entire home/apt,1325,2,367,2023-06-07,2.69,9,8,42,
342963,Loft in Prague · ★4.82 · 1 bedroom · 2 beds · 1 bath,31121,Jana,,Praha 15,50.05381,14.53234,Entire home/apt,1014,2,169,2023-06-15,1.24,4,263,25,
342968,Loft in Prague · ★4.79 · 1 bedroom · 2 beds · 1 bath,31121,Jana,,Praha 15,50.053535,14.531203,Entire home/apt,1200,2,129,2023-06-05,0.94,4,254,20,
374937,Rental unit in Prague Nové Město · ★4.86 · 1 bedroom · 1 bed · 1 bath,850917,Slavomir,,Praha 1,50.07858,14.42901,Entire home/apt,1358,2,391,2023-06-15,2.93,2,266,70,
408724,Aparthotel in Prague · ★4.42 · 1 bedroom · 2 beds · 1 bath,227945,Alex And Kate,,Praha 3,50.08779,14.45004,Entire home/apt,1085,2,215,2023-06-08,1.61,93,5,36,
415145,Rental unit in Prague · ★4.90 · 4 bedrooms · 7 beds · 2.5 baths,1660663,Rached,,Praha 1,50.09123,14.42331,Entire home/apt,11557,3,216,2023-06-18,1.61,8,266,32,
448629,Bed and breakfast in Prague · ★4.96 · 1 bedroom · 3 beds · 1 private bath,1366084,Jakub,,Praha 1,50.0876,14.39812,Private room,1673,2,47,2023-06-14,0.53,7,9,5,
458931,Rental unit in Prague · ★4.62 · 1 bedroom · 3 beds · 1 bath,227945,Alex And Kate,,Praha 1,50.08427047729492,14.43051528930664,Entire home/apt,2392,2,260,2022-03-31,1.93,93,69,0,
493375,Rental unit in Prague · ★4.89 · 1 bedroom · 1 bed · 1.5 shared baths,2399088,Caroline,,Praha 8,50.09191,14.45083,Private room,1000,2,221,2023-06-19,1.64,1,243,7,
498646,Rental unit in Prague · ★4.69 · 1 bedroom · 1 bed · 1 bath,2453534,Roman,,Praha 2,50.07181,14.41646,Entire home/apt,1808,4,336,2023-05-15,2.50,1,282,21,
516322,Aparthotel in Prague · ★4.52 · 1 bedroom · 2 beds · 1 bath,227945,Alex And Kate,,Praha 3,50.08737,14.45061,Entire home/apt,1068,2,194,2023-05-11,1.45,93,8,25,
531975,"Rental unit in Praha 8, Karlin · ★4.49 · 1 bedroom · 1 bed · 1 bath",2609610,Mauro,,Praha 3,50.09122,14.46072,Entire home/apt,1892,1,175,2023-05-29,1.42,9,62,22,
535968,Rental unit in Prague · ★4.39 · 1 bedroom · 2 beds · 1 bath,227945,Alex And Kate,,Praha 3,50.08448,14.45519,Entire home/apt,1220,2,328,2023-06-20,2.46,93,16,36,
536364,Rental unit in Prague · ★4.49 · 5 bedrooms · 14 beds · 2.5 baths,9345552,Romana,,Praha 1,50.08082,14.42138,Entire home/apt,8763,2,191,2023-06-15,1.71,45,264,30,
537019,Rental unit in Prague · ★4.91 · 1 bedroom · 2 beds · 1.5 baths,5282,Klara,,Praha 1,50.08229,14.41552,Entire home/apt,3217,1,22,2023-04-09,0.17,73,0,1,
546405,Rental unit in Prague · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,2686341,Veronika,,Praha 2,50.07791,14.44081,Private room,650,2,427,2020-01-02,3.19,2,257,0,
547555,Rental unit in Prague · ★4.70 · 2 bedrooms · 3 beds · 1 bath,2691904,Prague Residences,,Praha 1,50.0846,14.41673,Entire home/apt,10547,2,78,2023-05-29,0.60,30,326,8,
549837,Rental unit in Prague · ★4.78 · 2 bedrooms · 3 beds · 1 bath,2691904,Prague Residences,,Praha 1,50.08579,14.4183,Entire home/apt,9590,2,75,2023-03-31,0.57,30,316,15,
551794,Rental unit in Prague · ★4.87 · Studio · 2 beds · 1 bath,2691904,Prague Residences,,Praha 1,50.08632,14.41838,Entire home/apt,6184,2,48,2023-04-19,0.37,30,345,10,
551962,Rental unit in Prague · ★4.60 · Studio · 2 beds · 1 bath,2691904,Prague Residences,,Praha 1,50.08617,14.41655,Entire home/apt,6184,2,35,2023-04-24,0.44,30,313,10,
552021,Rental unit in Prague · ★4.89 · 1 bedroom · 2 beds · 1.5 baths,2691904,Prague Residences,,Praha 1,50.08455,14.41683,Entire home/apt,7103,2,38,2023-03-24,0.29,30,344,2,
561841,Rental unit in Prague · ★4.16 · 1 bedroom · 3 beds · 1 bath,2729239,Marketa,,Praha 3,50.09283,14.49104,Private room,467,28,56,2019-03-29,0.42,1,0,0,
592535,Rental unit in Prague · ★4.89 · 1 bedroom · 1 bed · 1 private bath,423259,Zsofia,,Praha 7,50.09992,14.43387,Private room,851,61,37,2023-03-26,0.28,15,280,1,
595310,Condo in Prague · ★4.80 · 1 bedroom · 2 beds · 1 bath,2941533,Alexandra,,Praha 3,50.08068,14.45372,Entire home/apt,1380,14,180,2023-05-18,1.37,2,9,12,
599948,Rental unit in Prague · ★4.91 · 4 bedrooms · 5 beds · 2 baths,1660663,Rached,,Praha 1,50.08312,14.43043,Entire home/apt,10172,3,100,2023-06-18,0.77,8,287,12,
602115,Rental unit in Prague · ★4.81 · 1 bedroom · 3 beds · 1 bath,2691904,Prague Residences,,Praha 1,50.08657,14.41783,Entire home/apt,4535,2,47,2023-05-25,0.41,30,327,7,
604720,Rental unit in Prague · ★4.67 · 1 bedroom · 2 beds · 1 bath,2691904,Prague Residences,,Praha 1,50.08497,14.41731,Entire home/apt,3633,2,42,2023-05-12,0.32,30,333,5,
604777,Rental unit in Prague · ★4.65 · 1 bedroom · 3 beds · 1 bath,2691904,Prague Residences,,Praha 1,50.08494,14.41711,Entire home/apt,4535,2,17,2023-05-21,0.21,30,317,2,
604792,Serviced apartment in Prague · ★4.61 · 1 bedroom · 2 beds · 1 private bath,2691904,Prague Residences,,Praha 1,50.08681,14.4175,Hotel room,3633,2,24,2023-03-24,0.22,30,315,2,
605655,Rental unit in Prague · ★4.81 · 2 bedrooms · 3 beds · 2 baths,2691904,Prague Residences,,Praha 1,50.08608,14.4171,Entire home/apt,5448,2,109,2023-05-29,0.84,30,270,24,
605711,Rental unit in Prague · ★4.66 · 2 bedrooms · 3 beds · 2 baths,2691904,Prague Residences,,Praha 1,50.08519,14.41903,Entire home/apt,5448,2,87,2023-05-16,0.75,30,315,3,
628063,Rental unit in Prague · ★4.93 · Studio · 1 bed · 1 bath,3118998,Daniela,,Praha 1,50.08869,14.39497,Entire home/apt,1335,21,251,2023-05-07,2.10,3,76,22,
645883,Rental unit in Prague · ★5.0 · 2 bedrooms · 2 beds · 1 bath,3234941,Michaela H.,,Praha 6,50.09835,14.3483,Entire home/apt,946,8,3,2017-04-17,0.02,1,114,0,
647564,Rental unit in Prague · ★4.50 · 1 bedroom · 2 beds · 1 bath,3174648,Petr,,Praha 1,50.08902,14.42417,Entire home/apt,2048,2,35,2023-06-08,0.27,14,300,32,
652527,Rental unit in Prague · ★4.78 · Studio · 2 beds · 1 bath,3279605,Elena And Kira,,Praha 2,50.07326,14.43171,Entire home/apt,5292,1,300,2023-05-09,2.28,16,282,15,
652633,Rental unit in Prague · ★4.74 · 1 bedroom · 1 bed · 1 bath,3279605,Elena And Kira,,Praha 2,50.07284,14.42976,Entire home/apt,5373,1,71,2023-03-26,0.55,16,297,2,
659531,Rental unit in Prague · ★4.66 · 2 bedrooms · 7 beds · 1 bath,3327137,Pavel,,Praha 1,50.08737,14.42567,Entire home/apt,3312,7,163,2021-08-10,1.25,4,151,0,
659540,Rental unit in Prague · ★4.71 · 3 bedrooms · 12 beds · 1 bath,3327137,Pavel,,Praha 1,50.08894,14.42518,Entire home/apt,11827,7,117,2022-03-21,0.89,4,358,0,
660960,Rental unit in Prague · ★4.83 · 1 bedroom · 2 beds · 1 bath,3337088,Michal,,Praha 2,50.07295,14.43809,Entire home/apt,1135,1,117,2023-06-17,1.38,4,1,43,
661323,Rental unit in Prague · ★4.96 · Studio · 2 beds · 1 bath,3338799,Veronika,,Praha 1,50.08666,14.40388,Entire home/apt,1442,5,92,2023-06-03,1.16,1,80,7,
662810,Rental unit in Prague · ★4.91 · 1 bedroom · 2 beds · 1 bath,3118998,Daniela,,Praha 1,50.08864,14.39495,Entire home/apt,1717,21,257,2023-05-20,2.14,3,69,22,
662817,Rental unit in Prague · ★4.85 · Studio · 1 bed · 1 bath,3118998,Daniela,,Praha 1,50.08865,14.39481,Entire home/apt,1656,21,258,2023-06-03,2.65,3,58,14,
667478,Rental unit in Prague · ★4.57 · Studio · 1 bed · 1 bath,3279605,Elena And Kira,,Praha 2,50.0704,14.42886,Entire home/apt,7012,1,173,2020-11-22,1.32,16,277,0,
668858,Rental unit in Prague · ★4.72 · 1 bedroom · 2 beds · 1 bath,2635161,Pavel,,Praha 1,50.09043,14.41918,Entire home/apt,2649,3,46,2023-06-11,0.48,4,351,10,
668880,Rental unit in Prague · ★4.57 · 2 bedrooms · 2 beds · 1 bath,2635161,Pavel,,Praha 1,50.09061,14.41986,Entire home/apt,2886,3,49,2023-06-03,0.49,4,345,6,
668902,Rental unit in Prague · ★4.54 · 2 bedrooms · 3 beds · 1.5 baths,2635161,Pavel,,Praha 1,50.09061,14.41986,Entire home/apt,3501,3,81,2023-06-18,0.76,4,322,16,
668908,Rental unit in Prague · ★4.41 · 2 bedrooms · 3 beds · 1.5 baths,2635161,Pavel,,Praha 1,50.09061,14.41986,Entire home/apt,3501,3,41,2023-06-14,0.39,4,338,12,
673821,Rental unit in Prague · ★4.79 · Studio · 1 bed · 1 bath,3279605,Elena And Kira,,Praha 2,50.07484,14.43101,Entire home/apt,5292,1,196,2023-04-03,1.49,16,262,12,
679022,Serviced apartment in Prague · ★4.25 · 1 bedroom · 3 beds · 1 bath,3455951,Casa Italia Prague,,Praha 8,50.09275,14.45136,Entire home/apt,2064,1,103,2023-06-19,1.22,11,223,48,
679276,Rental unit in Prague · ★4.83 · 2 bedrooms · 2 beds · 1 bath,3457205,Marek,,Praha 5,50.07798,14.40526,Entire home/apt,3346,2,56,2023-06-11,0.43,1,119,13,
681166,Rental unit in Prague · ★4.66 · 1 bedroom · 1 bed · 1 bath,3279605,Elena And Kira,,Praha 2,50.06952,14.43071,Entire home/apt,7012,1,403,2023-04-23,3.08,16,277,3,
690105,Rental unit in Prague 1 · ★4.90 · 2 bedrooms · 2 beds · 1 bath,1199726,Monika,,Praha 1,50.08944,14.41913,Entire home/apt,3491,1,646,2023-06-19,4.94,2,264,69,
691240,Rental unit in Prague · ★4.91 · 2 bedrooms · 2 beds · 1 bath,3533590,Andy,,Praha 2,50.07693,14.43056,Entire home/apt,2247,3,238,2023-06-09,1.82,7,262,46,
691380,Rental unit in Prague · ★4.92 · 1 bedroom · 2 beds · 1 bath,3533590,Andy,,Praha 9,50.10753,14.48969,Entire home/apt,1621,3,86,2023-06-04,0.74,7,76,17,
692045,Rental unit in Prague · ★4.82 · 1 bedroom · 2 beds · 1 bath,3537968,Petr,,Praha 5,50.07931,14.38053,Entire home/apt,1254,2,36,2023-05-03,0.28,1,35,2,
695142,Rental unit in Prague · ★4.81 · 1 bedroom · 1 bed · 1.5 baths,3557824,Marketa & David,,Praha 7,50.10026,14.43671,Entire home/apt,1763,2,70,2023-06-19,0.55,1,11,6,
696261,Rental unit in Prague · ★4.54 · 1 bedroom · 4 beds · 1 bath,3327137,Pavel,,Praha 1,50.08818,14.42567,Entire home/apt,4731,7,144,2020-06-22,1.11,4,358,0,
696837,Rental unit in Staré Město · ★4.88 · 1 bedroom · 2 beds · 1 bath,3568804,Magnus,,Praha 1,50.08246,14.41346,Entire home/apt,2610,3,430,2023-06-20,3.37,8,345,46,
699944,Guest suite in Prague 10 - Strašnice · ★4.58 · 2 bedrooms · 3 beds · 1.5 baths,3590595,Pavel,,Praha 10,50.06802,14.48399,Entire home/apt,3254,5,29,2017-01-03,0.24,3,364,0,
701644,Rental unit in Prague · ★4.60 · Studio · 1 bed · 1 bath,3279605,Elena And Kira,,Praha 2,50.07026,14.43089,Entire home/apt,7012,1,141,2022-02-27,1.13,16,277,0,
701691,Rental unit in Prague · ★4.65 · 3 bedrooms · 9 beds · 1 bath,3327137,Pavel,,Praha 1,50.08851,14.4238,Entire home/apt,8279,7,100,2022-03-15,0.92,4,358,0,
706726,Rental unit in Prague · ★4.72 · Studio · 1 bed · 1 bath,3228013,Kira And Irina,,Praha 2,50.07397,14.43056,Entire home/apt,10128,1,161,2023-05-06,1.23,24,278,14,
707963,Rental unit in Prague · ★4.77 · 1 bedroom · 2 beds · 1 bath,3640353,Anezka,,Praha 1,50.08879,14.40003,Entire home/apt,1794,2,106,2023-06-10,0.84,1,253,15,
708571,Rental unit in Prague · ★4.84 · Studio · 2 beds · 1 bath,3279605,Elena And Kira,,Praha 2,50.07504,14.43163,Entire home/apt,5292,1,122,2023-04-05,0.95,16,295,3,
711288,Rental unit in Prague · ★4.84 · 1 bedroom · 1 bed · 1 bath,3228013,Kira And Irina,,Praha 2,50.07397,14.43056,Entire home/apt,10128,1,62,2023-05-21,0.48,24,274,2,
733462,Serviced apartment in Prague · ★4.31 · 1 bedroom · 1 bed · 1.5 shared baths,3287258,David,,Praha 1,50.07984,14.42627,Private room,2926,1,16,2022-07-28,0.21,26,264,2,
735375,Rental unit in Prague · ★4.35 · 1 bedroom · 1 bed · 1 bath,3763896,Evgeny,,Praha 1,50.07822,14.42178,Entire home/apt,2200,2,221,2023-06-08,1.73,17,202,9,
747785,Rental unit in Prague · ★4.87 · Studio · 2 beds · 1 bath,3228013,Kira And Irina,,Praha 2,50.07397,14.43056,Entire home/apt,8009,1,124,2023-05-28,0.96,24,259,21,
747830,Rental unit in Prague · ★4.88 · 1 bedroom · 1 bed · 1 bath,3228013,Kira And Irina,,Praha 2,50.07397,14.43056,Entire home/apt,9256,1,19,2023-05-06,0.15,24,278,2,
757660,Home in Prague · ★4.69 · 1 bedroom · 1 bed · 1 bath,3990737,Renata,,Praha 6,50.08247,14.32032,Private room,929,2,50,2023-05-29,0.39,4,100,2,
769451,Rental unit in Prague · ★4.59 · 1 bedroom · 3 beds · 1.5 baths,4059078,Petra,,Praha 1,50.09082,14.42629,Entire home/apt,1396,2,634,2023-06-20,4.92,1,238,58,
777881,Rental unit in Prague · ★4.50 · 2 bedrooms · 5 beds · 2 baths,4102236,Bonny,,Praha 3,50.08612,14.44505,Entire home/apt,1666,2,3,2015-05-03,0.02,6,0,0,
780659,Rental unit in Prague · ★4.57 · 2 bedrooms · 3 beds · 2 baths,4102236,Bonny,,Praha 3,50.0858,14.4472,Entire home/apt,1394,2,8,2023-05-21,0.06,6,1,1,
780866,Rental unit in Prague · ★4.84 · 1 bedroom · 4 beds · 1 private bath,4102236,Bonny,,Praha 3,50.08718,14.44483,Private room,960,2,293,2023-06-23,2.30,6,7,60,
782440,Rental unit in Prague · ★4.75 · 1 bedroom · 2 beds · 1 private bath,4102236,Bonny,,Praha 3,50.08704,14.44539,Private room,655,3,319,2023-06-21,2.50,6,7,56,
